NUTS,perc,urt,class
DE255,7.0,1,1
DE256,7.2,3,7
DE257,7.1,1,1
DE258,9.1,1,1
DE259,7.8,2,4
DE25A,8.1,3,7
DE25B,5.9,2,5
DE25C,7.2,3,7
DE261,7.8,1,1
DE262,9.3,2,4
DE263,4.8,2,5
DE264,3.7,1,2
DE265,5.3,3,8
DE266,2.9,3,8
DE267,1.9,3,8
DE268,7.9,3,7
DE269,3.0,2,5
DE26A,3.4,3,8
DE26B,4.3,2,5
DE26C,3.7,2,5
DE271,8.7,1,1
DE272,12.4,2,4
DE273,8.9,2,4
DE274,9.7,3,7
DE275,6.7,2,4
DE276,9.1,1,1
DE277,7.5,3,7
DE278,7.7,3,7
DE279,7.6,2,4
DE27A,7.8,2,4
DE27B,7.4,2,4
DE27C,9.7,3,7
DE27D,6.0,3,7
DE27E,6.7,2,4
DE300,7.8,1,1
DE401,8.6,2,4
DE402,3.7,2,5
DE403,4.2,2,5
DE404,16.2,2,4
DE405,15.5,2,4
DE406,15.2,2,4
DE407,2.3,3,8
DE408,13.7,2,4
DE409,12.5,2,4
DE40A,11.2,2,4
DE40B,1.6,2,5
DE40C,7.1,2,4
DE40D,6.3,3,7
DE40E,11.8,2,4
DE40F,5.4,3,8
DE40G,1.1,2,5
DE40H,13.8,2,4
DE40I,4.2,3,8
DE501,5.4,1,2
DE502,7.8,2,4
DE600,6.5,1,1
DE711,6.1,1,1
DE712,6.5,1,1
DE713,9.7,1,1
DE714,1.0,1,2
DE715,7.2,1,1
DE716,6.6,1,1
DE717,8.3,1,1
DE718,6.6,1,1
DE719,7.2,2,4
DE71A,6.8,1,1
DE71B,5.6,3,8
DE71C,7.2,1,1
DE71D,7.6,2,4
DE71E,9.4,2,4
DE721,7.9,2,4
DE722,4.6,2,5
DE723,5.2,2,5
DE724,5.0,2,5
DE725,5.3,3,8
DE731,5.5,2,5
DE732,5.7,2,5
DE733,5.7,3,8
DE734,7.2,2,4
DE735,5.5,3,8
DE736,5.0,3,8
DE737,7.3,3,7
DE803,6.2,2,4
DE804,10.1,3,7
DE80J,3.9,3,8
DE80K,8.5,2,4
DE80L,8.2,3,7
DE80M,7.0,3,7
DE80N,5.4,3,8
DE80O,4.2,3,8
DE911,1.9,2,5
DE912,10.9,2,4
DE913,2.5,2,5
DE914,5.0,2,5
DE916,5.7,2,5
DE917,7.4,3,7
DE918,3.9,3,8
DE91A,9.6,2,4
DE91B,3.5,2,5
DE91C,3.7,2,5
DE922,8.5,2,4
DE923,6.8,2,4
DE925,5.4,2,5
DE926,4.3,3,8
DE927,7.2,3,7
DE928,8.8,2,4
DE929,5.3,1,2
DE931,6.8,2,4
DE932,7.3,2,4
DE933,8.8,2,4
DE934,7.5,3,7
DE935,7.1,2,4
DE936,8.1,2,4
DE937,5.5,3,8
DE938,9.1,2,4
DE939,7.9,2,4
DE93A,7.1,3,7
DE93B,7.3,2,4
DE941,6.9,1,1
DE942,2.7,2,5
DE943,9.1,2,4
DE944,7.7,2,4
DE945,5.5,2,5
DE946,9.9,2,4
DE947,6.1,2,4
DE948,8.4,3,7
DE949,7.1,3,7
DE94A,8.4,2,4
DE94B,5.5,2,5
DE94C,8.1,2,4
DE94D,8.5,2,4
DE94E,5.2,2,5
DE94F,6.4,2,4
DE94G,4.3,2,5
DE94H,7.8,3,7
DEA11,3.7,1,2
DEA12,6.0,1,1
DEA13,5.1,1,2
DEA14,6.3,1,1
DEA15,4.5,1,2
DEA16,7.6,1,1
DEA17,4.1,1,2
DEA18,7.0,1,1
DEA19,6.0,1,1
DEA1A,6.7,1,1
DEA1B,7.2,2,4
DEA1C,5.9,1,2
DEA1D,5.7,1,2
DEA1E,5.1,1,2
DEA1F,5.0,1,2
DEA22,7.3,1,1
DEA23,4.1,1,2
DEA24,3.9,1,2
DEA26,6.8,2,4
DEA27,5.2,1,2
DEA28,8.6,2,4
DEA29,7.3,2,4
DEA2A,3.5,2,5
DEA2B,5.5,1,2
DEA2C,5.4,1,2
DEA2D,4.5,1,2
DEA31,6.5,1,1
DEA32,4.0,1,2
DEA33,6.1,1,1
DEA34,3.1,2,5
DEA35,4.8,1,2
DEA36,4.4,1,2
DEA37,4.8,2,5
DEA38,4.0,2,5
DEA41,2.5,1,2
DEA42,5.1,1,2
DEA43,4.0,1,2
DEA44,0.2,3,8
DEA45,3.8,2,5
DEA46,3.4,2,5
DEA47,4.1,2,5
DEA51,4.7,1,2
DEA52,4.1,1,2
DEA53,5.4,1,2
DEA54,4.6,1,2
DEA55,7.4,1,1
DEA56,5.0,1,2
DEA57,2.3,2,5
DEA58,1.5,1,2
DEA59,0.3,2,5
DEA5A,2.2,2,5
DEA5B,5.1,2,5
DEA5C,5.0,1,2
DEB11,5.0,2,5
DEB12,9.3,2,4
DEB13,4.8,3,8
DEB14,6.6,2,4
DEB15,6.6,3,7
DEB17,5.8,2,5
DEB18,6.7,2,4
DEB1A,5.7,2,5
DEB1B,5.8,3,8
DEB1C,4.6,3,8
DEB1D,6.1,3,7
DEB21,4.2,2,5
DEB22,5.7,3,8
DEB23,8.2,3,7
DEB24,5.2,3,8
DEB25,8.0,2,4
DEB31,5.4,1,2
DEB32,5.9,2,5
DEB33,9.4,1,1
DEB34,8.3,1,1
DEB35,6.5,1,1
DEB36,5.9,2,5
DEB37,8.7,3,7
DEB38,6.3,1,1
DEB39,5.8,1,2
DEB3A,4.3,2,5
DEB3B,7.3,3,7
DEB3C,6.4,2,4
DEB3D,5.0,3,8
DEB3E,4.5,1,2
DEB3F,4.1,2,5
DEB3G,3.2,3,8
DEB3H,4.7,2,5
DEB3I,7.2,1,1
DEB3J,6.5,2,4
DEB3K,3.0,3,8
DEC01,5.5,1,2
DEC02,6.4,2,4
DEC03,4.2,2,5
DEC04,3.7,1,2
DEC05,3.8,1,2
DEC06,3.1,2,5
DED21,5.0,1,2
DED2C,1.7,3,8
DED2D,2.8,2,5
DED2E,3.8,2,5
DED2F,5.4,1,2
DED41,5.5,2,5
DED42,-0.8,2,6
DED43,1.2,2,5
DED44,3.0,2,5
DED45,2.0,2,5
DED51,14.7,1,1
DED52,6.4,1,1
DED53,6.5,3,7
DEE01,2.0,2,5
DEE02,6.7,2,4
DEE03,5.8,2,5
DEE04,-0.8,3,9
DEE05,0.5,2,5
DEE06,3.7,3,8
DEE07,3.3,2,5
DEE08,2.3,3,8
DEE09,2.3,2,5
DEE0A,-0.4,3,9
DEE0B,3.5,2,5
DEE0C,1.6,2,5
DEE0D,1.2,3,8
DEE0E,2.5,3,8
DEF01,11.5,2,4
DEF02,2.5,1,2
DEF03,5.3,2,5
DEF04,9.5,2,4
DEF05,6.5,3,7
DEF06,10.2,2,4
DEF07,9.3,3,7
DEF08,9.8,2,4
DEF09,9.2,1,1
DEF0A,7.8,1,1
DEF0B,7.4,2,4
DEF0C,9.8,2,4
DEF0D,10.2,2,4
DEF0E,5.3,2,5
DEF0F,8.6,2,4
DEG01,7.3,2,4
DEG02,2.7,2,5
DEG03,3.4,2,5
DEG04,10.1,2,4
DEG05,7.2,2,4
DEG06,0.3,3,8
DEG07,1.5,2,5
DEG09,2.4,3,8
DEG0A,0.8,3,8
DEG0B,6.1,2,4
DEG0C,4.5,3,8
DEG0D,2.3,2,5
DEG0E,1.2,3,8
DEG0F,0.6,3,8
DEG0G,5.3,2,5
DEG0H,9.7,3,7
DEG0I,-3.3,2,6
DEG0J,2.1,2,5
DEG0K,0.4,3,8
DEG0L,0.9,2,5
DEG0M,0.7,2,5
DEG0N,6.2,3,7
DEG0P,-4.9,3,9
EE001,10.2,1,1
EE004,0.0,3,8
EE008,0.2,3,8
EE009,,3,
EE00A,,1,
IE041,3.6,3,8
IE042,6.0,3,7
IE051,1.3,3,8
IE052,5.8,3,8
IE053,4.4,3,8
IE061,6.8,1,1
IE062,6.0,2,4
IE063,2.0,3,8
EL301,-7.7,1,3
EL302,2.2,1,2
EL303,-3.7,1,3
EL304,-4.0,1,3
EL305,8.1,1,1
EL306,10.8,1,1
EL307,-6.7,1,3
EL411,29.6,3,7
EL412,30.1,3,7
EL413,20.1,2,4
EL421,8.4,2,4
EL422,-0.9,3,9
EL431,1.7,2,5
EL432,-0.1,3,9
EL433,-0.1,3,9
EL434,1.5,2,5
EL511,4.2,2,5
EL512,-1.9,2,6
EL513,0.8,3,8
EL514,5.9,2,5
EL515,1.0,3,8
EL521,4.1,2,5
EL522,-1.1,1,3
EL523,6.5,3,7
EL524,1.3,3,8
EL525,5.3,2,5
EL526,2.8,3,8
EL527,3.6,3,8
EL531,-3.3,3,9
EL532,-5.7,2,6
EL533,-0.9,3,9
EL541,-0.4,3,9
EL542,4.8,3,8
EL543,1.3,2,5
EL611,-0.9,3,9
EL612,-1.4,2,6
EL613,0.4,2,5
EL621,-1.9,3,9
EL622,0.4,3,8
EL623,1.1,3,8
EL624,3.7,3,8
EL631,-3.4,3,9
EL632,-4.7,2,6
EL633,1.8,3,8
EL641,6.7,3,7
EL642,3.1,3,8
EL643,-4.7,3,9
EL644,3.0,3,8
EL645,6.8,3,7
EL651,-1.0,3,9
EL652,2.0,2,5
EL653,3.2,3,8
ES111,3.6,2,5
ES112,3.2,3,8
ES113,2.8,3,8
ES114,2.4,2,5
ES120,1.5,2,5
ES130,3.2,2,5
ES211,4.8,1,2
ES212,4.1,1,2
ES213,3.7,1,2
ES220,6.0,2,4
ES230,3.6,2,5
ES241,3.8,2,5
ES242,0.4,3,8
ES243,4.2,1,2
ES300,8.0,1,1
ES411,-0.1,3,9
ES412,0.5,2,5
ES413,-0.9,2,6
ES414,-0.1,2,6
ES415,-0.7,2,6
ES416,0.9,3,8
ES417,2.5,3,8
ES418,0.3,2,5
ES419,-2.9,3,9
ES421,-0.6,2,6
ES422,-4.0,2,6
ES423,-0.4,3,9
ES424,6.7,2,4
ES425,3.5,2,5
ES431,-1.9,2,6
ES432,-2.1,2,6
ES511,6.6,1,1
ES512,6.9,2,4
ES513,4.0,2,5
ES514,6.3,2,4
ES521,5.6,1,2
ES522,1.9,2,5
ES523,4.7,1,2
ES531,13.0,2,4
ES532,11.9,1,1
ES533,9.4,2,4
ES611,4.0,2,5
ES612,1.0,1,2
ES613,-1.2,1,3
ES614,2.3,2,5
ES615,2.5,2,5
ES616,-4.1,2,6
ES617,6.0,1,1
ES618,1.1,1,2
ES620,3.3,1,2
ES630,-7.4,1,3
ES640,-10.4,2,6
ES703,16.2,3,7
ES704,13.4,2,4
ES705,4.7,1,2
ES706,13.6,3,7
ES707,9.1,2,4
ES708,12.1,2,4
ES709,12.4,1,1
FR101,-10.8,1,3
FR102,-1.4,2,6
FR103,-3.3,1,3
FR104,-3.2,1,3
FR105,-4.4,1,3
FR106,-4.1,1,3
FR107,-2.5,1,3
FR108,-3.3,1,3
FRB01,-2.8,3,9
FRB02,-3.6,3,9
FRB03,0.4,3,8
FRB04,0.6,2,5
FRB05,-1.0,3,9
FRB06,0.3,2,5
FRC11,-0.7,2,6
FRC12,-2.6,3,9
FRC13,0.7,3,8
FRC14,-1.2,3,9
FRC21,-0.3,2,6
FRC22,-0.1,3,9
FRC23,-1.3,3,9
FRC24,-8.1,2,6
FRD11,0.2,2,5
FRD12,0.1,3,8
FRD13,-3.3,3,9
FRD21,-3.5,3,9
FRD22,-2.4,2,6
FRE11,-3.8,1,3
FRE12,-2.8,2,6
FRE21,-3.7,3,9
FRE22,-1.9,2,6
FRE23,-1.3,3,9
FRF11,2.3,2,5
FRF12,-0.8,2,6
FRF21,-6.1,3,9
FRF22,0.9,2,5
FRF23,-4.5,2,6
FRF24,-6.8,3,9
FRF31,-1.6,2,6
FRF32,-7.7,3,9
FRF33,-0.9,2,6
FRF34,-2.5,3,9
FRG01,7.9,1,1
FRG02,0.0,2,5
FRG03,-1.2,3,9
FRG04,-1.8,3,9
FRG05,7.7,3,7
FRH01,4.0,3,8
FRH02,3.8,3,8
FRH03,5.2,2,5
FRH04,6.5,3,7
FRI11,4.3,3,8
FRI12,8.9,1,1
FRI13,8.4,3,7
FRI14,1.4,3,8
FRI15,6.4,2,4
FRI21,3.3,3,8
FRI22,1.6,3,8
FRI23,-0.2,3,9
FRI31,1.3,3,8
FRI32,7.6,3,7
FRI33,1.7,3,8
FRI34,1.9,3,8
FRJ11,7.9,3,7
FRJ12,2.6,2,5
FRJ13,9.6,2,4
FRJ14,5.6,3,8
FRJ15,6.1,2,4
FRJ21,4.7,3,8
FRJ22,4.6,3,8
FRJ23,6.5,1,1
FRJ24,5.9,3,8
FRJ25,7.0,3,7
FRJ26,5.2,3,8
FRJ27,4.1,3,8
FRJ28,4.9,3,8
FRK11,0.3,3,8
FRK12,3.8,3,8
FRK13,3.2,3,8
FRK14,5.7,2,5
FRK21,4.8,3,8
FRK22,4.7,3,8
FRK23,4.7,3,8
FRK24,-0.7,2,6
FRK25,0.5,2,5
FRK26,-0.1,1,3
FRK27,2.6,2,5
FRK28,4.3,2,5
FRL01,7.0,3,7
FRL02,0.7,3,8
FRL03,1.6,1,2
FRL04,-0.7,1,3
FRL05,7.2,2,4
FRL06,-0.5,2,6
FRM01,11.4,3,7
FRM02,11.9,3,7
FRY10,-13.8,2,6
FRY20,-12.5,2,6
FRY30,-4.8,2,6
FRY40,-8.3,1,3
FRY50,2.3,2,5
HR021,-9.4,3,9
HR022,-15.1,3,9
HR023,-17.5,3,9
HR024,-15.6,2,6
HR025,-11.3,2,6
HR026,-19.4,3,9
HR027,-4.8,3,9
HR028,-13.5,3,9
HR031,-1.9,2,6
HR032,-5.1,3,9
HR033,-0.1,3,9
HR034,-4.5,2,6
HR035,-0.7,2,6
HR036,5.5,3,8
HR037,1.3,2,5
HR050,3.0,1,2
HR061,-5.6,3,9
HR062,-2.8,2,6
HR063,-6.7,3,9
HR064,-1.3,3,9
HR065,-1.5,3,9
ITC11,1.1,1,2
ITC12,-0.3,2,6
ITC13,-0.5,2,6
ITC14,1.9,2,5
ITC15,2.2,2,5
ITC16,1.7,3,8
ITC17,1.0,3,8
ITC18,0.8,3,8
ITC20,-0.7,2,6
ITC31,5.0,1,2
ITC32,2.6,2,5
ITC33,3.0,1,2
ITC34,4.3,1,2
ITC41,2.4,1,2
ITC42,2.4,1,2
ITC43,0.7,1,2
ITC44,1.3,2,5
ITC46,2.4,1,2
ITC47,2.2,2,5
ITC48,3.8,2,5
ITC49,3.5,2,5
ITC4A,2.3,2,5
ITC4B,2.5,3,8
ITC4C,4.5,1,2
ITC4D,4.1,1,2
ITF11,-1.9,3,9
ITF12,0.0,2,5
ITF13,-0.1,2,6
ITF14,-0.3,2,6
ITF21,-3.8,3,9
ITF22,-3.4,3,9
ITF31,-2.4,1,3
ITF32,-3.5,3,9
ITF33,-4.9,1,3
ITF34,-3.9,2,6
ITF35,-2.3,2,6
ITF43,-2.3,1,3
ITF44,-2.0,1,3
ITF45,-0.5,1,3
ITF46,-3.0,3,9
ITF47,-0.8,1,3
ITF48,-3.1,1,3
ITF51,-4.1,3,9
ITF52,-2.3,2,6
ITF61,-4.3,2,6
ITF62,-5.7,2,6
ITF63,-3.5,2,6
ITF64,-4.9,3,9
ITF65,-4.7,2,6
ITG11,-0.9,2,6
ITG12,-4.6,1,3
ITG13,-4.2,2,6
ITG14,-5.8,2,6
ITG15,-7.7,1,3
ITG16,-6.3,2,6
ITG17,-1.0,1,3
ITG18,2.1,2,5
ITG19,-1.9,1,3
ITG2D,0.9,2,5
ITG2E,,3,
ITG2F,,1,
ITG2G,,3,
ITG2H,,3,
ITH10,4.0,3,8
ITH20,2.2,2,5
ITH31,3.4,2,5
ITH32,0.4,2,5
ITH33,0.2,3,8
ITH34,1.3,2,5
ITH35,1.9,1,2
ITH36,2.3,2,5
ITH37,0.1,3,8
ITH41,2.2,2,5
ITH42,0.9,2,5
ITH43,5.8,1,2
ITH44,5.8,1,2
ITH51,4.1,2,5
ITH52,5.2,2,5
ITH53,1.3,2,5
ITH54,2.9,2,5
ITH55,5.8,2,5
ITH56,2.7,2,5
ITH57,3.3,2,5
ITH58,2.3,2,5
ITH59,5.7,1,2
ITI11,1.4,2,5
ITI12,4.0,2,5
ITI13,4.1,1,2
ITI14,4.3,1,2
ITI15,11.1,1,1
ITI16,2.4,2,5
ITI17,3.0,2,5
ITI18,1.4,2,5
ITI19,2.6,3,8
ITI1A,2.8,3,8
ITI21,1.7,2,5
ITI22,-0.1,2,6
ITI31,0.2,2,5
ITI32,0.9,2,5
ITI33,-2.2,2,6
ITI34,-1.0,2,6
ITI35,0.2,2,5
ITI41,1.5,3,8
ITI42,0.2,3,8
ITI43,1.1,1,2
ITI44,3.0,2,5
ITI45,-1.5,2,6
CY000,5.4,2,5
LV003,-7.3,2,6
LV005,-8.1,2,6
LV006,-3.5,1,3
LV007,5.3,2,5
LV008,-7.8,3,9
LV009,-5.8,3,9
LT011,5.3,1,2
LT021,-10.1,2,6
LT022,-0.7,2,6
LT023,0.0,2,5
LT024,-13.2,3,9
LT025,-12.8,2,6
LT026,-7.1,2,6
LT027,-16.1,3,9
LT028,-13.4,2,6
LT029,-9.7,2,6
LU000,15.8,2,4
HU110,0.1,1,2
HU120,12.8,2,4
HU211,4.5,2,5
HU212,4.8,2,5
HU213,2.3,2,5
HU221,11.5,2,4
HU222,4.8,2,5
HU223,-0.7,3,9
HU231,-1.1,2,6
HU232,0.1,3,8
HU233,-4.0,3,9
HU311,-5.4,2,6
HU312,0.4,3,8
HU313,-0.7,3,9
HU321,-1.6,2,6
HU322,-1.8,2,6
HU323,-3.5,3,9
HU331,0.0,2,5
HU332,-4.1,2,6
HU333,0.6,2,5
MT001,25.9,1,1
MT002,13.8,1,1
NL111,-11.1,2,6
NL112,-2.9,2,6
NL113,6.9,2,4
NL124,-1.2,2,6
NL125,8.4,2,4
NL126,2.5,2,5
NL131,5.3,2,5
NL132,2.0,2,5
NL133,5.9,2,5
NL211,3.9,2,5
NL212,4.6,2,5
NL213,2.0,1,2
NL221,6.6,1,1
NL224,5.9,2,5
NL225,3.9,2,5
NL226,4.9,1,2
NL230,5.0,1,2
NL310,9.0,1,1
NL321,3.0,1,2
NL323,5.2,1,2
NL324,2.3,1,2
NL325,4.2,1,2
NL327,9.6,1,1
NL328,6.3,1,1
NL329,5.8,1,2
NL332,6.4,1,1
NL333,5.6,1,2
NL337,5.4,1,2
NL33A,-12.8,1,3
NL33B,7.4,1,1
NL33C,4.7,1,2
NL341,3.2,3,8
NL342,3.5,2,5
NL411,4.0,1,2
NL412,8.8,1,1
NL413,3.2,2,5
NL414,6.6,1,1
NL421,2.5,2,5
NL422,4.4,2,5
NL423,2.1,1,2
AT111,5.2,3,8
AT112,10.8,3,7
AT113,5.2,3,8
AT121,3.1,3,8
AT122,6.0,2,4
AT123,7.6,3,7
AT124,1.8,3,8
AT125,7.0,3,7
AT126,11.0,1,1
AT127,9.7,2,4
AT130,9.2,1,1
AT211,7.5,2,4
AT212,0.6,3,8
AT213,0.1,3,8
AT221,9.3,2,4
AT222,2.3,3,8
AT223,1.0,2,5
AT224,1.5,3,8
AT225,6.5,3,7
AT226,0.1,3,8
AT311,6.2,3,7
AT312,7.3,2,4
AT313,2.8,3,8
AT314,3.8,3,8
AT315,4.8,3,8
AT321,-1.7,3,9
AT322,3.2,3,8
AT323,6.1,2,4
AT331,6.2,3,7
AT332,5.6,1,2
AT333,-0.1,3,9
AT334,2.9,3,8
AT335,6.0,3,7
AT341,5.1,3,8
AT342,6.0,1,1
PL213,3.8,1,2
PL214,4.9,2,5
PL217,-1.2,3,9
PL218,-1.2,3,9
PL219,-0.4,3,9
PL21A,-1.1,2,6
PL224,-0.7,2,6
PL225,1.0,2,5
PL227,-1.2,1,3
PL228,-0.7,1,3
PL229,-2.5,1,3
PL22A,-1.7,1,3
PL22B,-1.4,1,3
PL22C,1.4,1,2
PL411,-2.1,3,9
PL414,-1.3,3,9
PL415,-3.9,1,3
PL416,-0.8,3,9
PL417,-0.7,3,9
PL418,9.9,2,4
PL424,-0.1,2,6
PL426,-0.5,2,6
PL427,-3.1,3,9
PL428,1.4,2,5
PL431,0.0,2,5
PL432,-0.5,2,6
PL514,3.3,1,2
PL515,-1.3,2,6
PL516,-1.5,2,6
PL517,-2.0,2,6
PL518,7.7,2,4
PL523,-1.4,3,9
PL524,-1.0,2,6
PL613,1.4,1,2
PL616,-2.2,3,9
PL617,-1.9,3,9
PL618,-1.7,3,9
PL619,-2.1,3,9
PL621,-3.0,2,6
PL622,-1.4,2,6
PL623,-1.8,2,6
PL633,2.2,1,2
PL634,7.3,2,4
PL636,-1.0,2,6
PL637,-1.3,3,9
PL638,-1.8,2,6
PL711,-1.4,1,3
PL712,4.4,1,2
PL713,-1.6,3,9
PL714,-1.1,3,9
PL715,-1.7,3,9
PL721,-1.4,2,6
PL722,-2.1,3,9
PL811,-3.2,3,9
PL812,-3.6,3,9
PL814,0.5,2,5
PL815,-3.6,3,9
PL821,-2.0,3,9
PL822,-2.9,3,9
PL823,2.8,3,8
PL824,-1.7,3,9
PL841,1.0,2,5
PL842,-3.4,3,9
PL843,-2.8,3,9
PL911,5.0,1,2
PL912,7.1,2,4
PL913,9.1,2,4
PL921,-2.3,2,6
PL922,-1.8,3,9
PL923,-1.8,3,9
PL924,-2.9,3,9
PL925,-2.0,3,9
PL926,0.1,3,8
PT111,0.1,3,8
PT112,-1.8,2,6
PT119,-3.0,2,6
PT11A,1.0,1,2
PT11B,1.1,3,8
PT11C,-3.4,2,6
PT11D,0.7,3,8
PT11E,1.3,3,8
PT150,0.8,2,5
PT16B,5.8,3,8
PT16D,3.8,2,5
PT16E,2.3,3,8
PT16F,2.1,3,8
PT16G,1.4,3,8
PT16H,2.0,3,8
PT16I,3.7,3,8
PT16J,0.6,3,8
PT170,3.3,1,2
PT181,1.3,3,8
PT184,-0.7,3,9
PT185,0.9,3,8
PT186,-3.2,3,9
PT187,-2.4,3,9
PT200,-2.3,2,6
PT300,-0.2,1,3
RO111,-1.5,3,9
RO112,-3.8,3,9
RO113,3.8,2,5
RO114,-3.5,3,9
RO115,-2.6,3,9
RO116,-4.8,3,9
RO121,-3.3,3,9
RO122,0.9,2,5
RO123,-4.0,3,9
RO124,-3.5,3,9
RO125,-2.5,3,9
RO126,0.9,2,5
RO211,-4.2,3,9
RO212,-6.6,3,9
RO213,0.3,2,5
RO214,-4.5,3,9
RO215,-3.2,3,9
RO216,-7.0,3,9
RO221,-7.0,2,6
RO222,-5.4,3,9
RO223,-1.9,2,6
RO224,-5.9,2,6
RO225,-6.7,3,9
RO226,-5.1,3,9
RO311,-5.1,3,9
RO312,-6.1,3,9
RO313,-4.2,3,9
RO314,-2.0,3,9
RO315,-4.9,3,9
RO316,-4.2,2,6
RO317,-7.2,3,9
RO321,-2.1,1,3
RO322,24.5,1,1
RO411,-2.6,2,6
RO412,-6.9,3,9
RO413,-5.3,3,9
