NUTS,perc,urt,class
RO414,-5.7,3,9
RO415,-5.3,3,9
RO421,-0.6,2,6
RO422,-5.0,3,9
RO423,-6.2,2,6
RO424,3.0,2,5
SI031,1.5,3,8
SI032,5.1,3,8
SI033,-0.5,3,9
SI034,3.9,3,8
SI035,0.5,3,8
SI036,2.2,3,8
SI037,3.7,3,8
SI038,3.7,3,8
SI041,4.8,2,5
SI042,5.2,2,5
SI043,2.3,3,8
SI044,9.3,2,4
SK010,10.0,1,1
SK021,2.6,3,8
SK022,-0.8,2,6
SK023,-0.7,2,6
SK031,-0.6,2,6
SK032,-1.6,3,9
SK041,-1.8,3,9
SK042,-0.3,2,6
FI193,1.4,3,8
FI194,-2.7,3,9
FI195,-1.1,3,9
FI196,-1.8,3,9
FI197,5.8,2,5
FI1B1,7.4,1,1
FI1C1,4.6,2,5
FI1C2,-1.5,2,6
FI1C3,1.1,2,5
FI1C4,-3.8,2,6
FI1C5,-0.3,2,6
FI1D1,-4.3,3,9
FI1D2,0.3,3,8
FI1D3,-0.3,3,9
FI1D5,-3.1,3,9
FI1D7,-1.2,3,9
FI1D8,-3.9,3,9
FI1D9,-0.4,3,9
FI200,6.8,3,7
SE110,8.6,1,1
SE121,14.1,2,4
SE122,10.1,2,4
SE123,7.5,2,4
SE124,8.5,2,4
SE125,8.6,2,4
SE211,7.7,2,4
SE212,9.2,3,7
SE213,8.2,3,7
SE214,10.3,3,7
SE221,6.2,2,4
SE224,9.8,2,4
SE231,11.9,2,4
SE232,7.6,1,1
SE311,5.9,2,5
SE312,5.7,3,8
SE313,5.5,2,5
SE321,2.8,2,5
SE322,6.4,3,7
SE331,5.6,2,5
SE332,1.5,2,5
IS001,12.5,1,1
IS002,14.8,3,7
LI000,5.2,1,2
NO020,3.7,3,8
NO060,6.3,2,4
NO071,-0.9,3,9
NO074,0.4,3,8
NO081,5.6,1,2
NO082,9.6,2,4
NO091,5.2,2,5
NO092,4.9,2,5
NO0A1,-0.2,2,6
NO0A2,1.6,2,5
NO0A3,1.3,3,8
NO0B1,,3,
NO0B2,,3,
CH011,7.7,2,4
CH012,6.9,2,4
CH013,6.0,1,1
CH021,5.1,2,5
CH022,7.5,2,4
CH023,7.9,1,1
CH024,-1.8,2,6
CH025,3.2,3,8
CH031,5.5,1,2
CH032,5.4,1,2
CH033,9.2,1,1
CH040,8.1,1,1
CH051,4.0,2,5
CH052,8.0,2,4
CH053,2.5,2,5
CH054,2.1,2,5
CH055,3.7,2,5
CH056,3.6,3,8
CH057,8.7,2,4
CH061,5.9,2,5
CH062,3.7,2,5
CH063,7.3,2,4
CH064,3.3,2,5
CH065,3.5,2,5
CH066,7.5,1,1
CH070,2.1,1,2
ME000,-1.5,2,6
MK001,-1.3,2,6
MK002,-1.4,1,3
MK003,-0.9,2,6
MK004,-0.5,2,6
MK005,-0.4,2,6
MK006,-0.7,1,3
MK007,-0.9,1,3
MK008,1.6,1,2
AL011,-29.6,3,9
AL012,4.4,2,5
AL013,-23.4,3,9
AL014,-17.7,3,9
AL015,-13.3,2,6
AL021,-17.4,3,9
AL022,10.3,1,1
AL031,-24.8,3,9
AL032,-13.5,3,9
AL033,-26.6,3,9
AL034,-12.6,3,9
AL035,0.2,2,5
TR100,4.2,1,2
TR211,21.1,2,4
TR212,5.6,2,5
TR213,8.3,2,4
TR221,4.9,2,5
TR222,9.8,2,4
TR310,5.8,1,2
TR321,7.6,2,4
TR322,4.9,2,5
TR323,13.1,2,4
TR331,4.1,2,5
TR332,-1.0,2,6
TR333,-0.3,2,6
TR334,6.8,2,4
TR411,9.6,1,1
TR412,12.9,2,4
TR413,3.6,2,5
TR421,12.9,1,1
TR422,11.2,1,1
TR423,11.9,1,1
TR424,16.7,2,4
TR425,29.6,1,1
TR510,9.1,1,1
TR521,0.7,2,5
TR522,1.6,2,5
TR611,14.8,1,1
TR612,7.5,2,4
TR613,7.7,2,4
TR621,-5.1,1,3
TR622,2.7,1,2
TR631,-0.2,1,3
TR632,-2.4,2,6
TR633,0.1,1,2
TR711,3.6,1,2
TR712,4.6,2,5
TR713,1.2,2,5
TR714,4.5,2,5
TR715,11.6,2,4
TR721,2.0,1,2
TR722,-1.9,2,6
TR723,-11.2,2,6
TR811,-4.1,1,3
TR812,11.3,2,4
TR813,7.0,2,4
TR821,5.5,2,5
TR822,9.9,3,7
TR823,12.1,2,4
TR831,5.8,2,5
TR832,0.8,2,5
TR833,-2.8,2,6
TR834,6.0,2,4
TR901,4.2,1,2
TR902,3.4,2,5
TR903,6.6,2,4
TR904,2.7,2,5
TR905,-1.5,3,9
TR906,17.5,3,7
TRA11,-13.6,2,6
TRA12,3.1,2,5
TRA13,2.5,3,8
TRA21,-28.5,2,6
TRA22,-21.8,2,6
TRA23,-10.0,2,6
TRA24,-13.8,2,6
TRB11,-1.4,2,6
TRB12,-1.5,2,6
TRB13,-5.9,3,9
TRB14,-9.3,3,9
TRB21,-13.2,2,6
TRB22,-24.1,2,6
TRB23,-15.8,2,6
TRB24,-13.5,2,6
TRC11,-1.0,1,3
TRC12,-7.2,2,6
TRC13,5.0,2,5
TRC21,-5.6,2,6
TRC22,-7.4,2,6
TRC31,-9.8,2,6
TRC32,-3.7,2,6
TRC33,-8.2,2,6
TRC34,-14.5,2,6
