NUTS,perc,urt,class
DE725,-8.5,3,8
DE731,-0.1,2,5
DE732,-1.4,2,5
DE733,-2.7,3,8
DE734,-11.0,2,6
DE735,-9.0,3,8
DE736,-7.6,3,8
DE737,-10.3,3,9
DE803,-8.2,2,5
DE804,3.0,3,7
DE80J,-14.1,3,9
DE80K,-13.9,2,6
DE80L,-15.0,3,9
DE80M,-11.5,3,9
DE80N,-13.3,3,9
DE80O,18.0,3,7
DE911,18.8,2,4
DE912,0.5,2,4
DE913,2.6,2,4
DE914,-3.7,2,5
DE916,-10.3,2,6
DE917,-10.0,3,8
DE918,-10.9,3,9
DE91A,-8.7,2,5
DE91B,-8.8,2,5
DE91C,27.9,2,4
DE922,-8.0,2,5
DE923,-11.0,2,6
DE925,-6.3,2,5
DE926,-10.2,3,9
DE927,-8.3,3,8
DE928,-11.9,2,6
DE929,-1.1,1,2
DE931,-7.4,2,5
DE932,-12.5,2,6
DE933,-8.8,2,5
DE934,-11.3,3,9
DE935,-5.0,2,5
DE936,-11.5,2,6
DE937,-7.3,3,8
DE938,14.3,2,4
DE939,-6.0,2,5
DE93A,-11.4,3,9
DE93B,-6.9,2,5
DE941,-2.0,1,2
DE942,-1.6,2,5
DE943,-3.6,2,5
DE944,-0.3,2,5
DE945,-13.3,2,6
DE946,-9.0,2,5
DE947,-8.5,2,5
DE948,4.4,3,7
DE949,-0.8,3,8
DE94A,-15.8,2,6
DE94B,-0.9,2,5
DE94C,-6.8,2,5
DE94D,-4.9,2,5
DE94E,18.3,2,4
DE94F,5.3,2,4
DE94G,-9.8,2,5
DE94H,-13.0,3,9
DEA11,2.4,1,1
DEA12,3.7,1,1
DEA13,1.5,1,1
DEA14,-3.9,1,2
DEA15,0.6,1,1
DEA16,-5.8,1,2
DEA17,-5.2,1,2
DEA18,-4.1,1,2
DEA19,-2.9,1,2
DEA1A,0.0,1,1
DEA1B,3.8,2,4
DEA1C,-7.2,1,2
DEA1D,-1.9,1,2
DEA1E,-5.3,1,2
DEA1F,-7.9,1,2
DEA22,6.3,1,1
DEA23,4.2,1,1
DEA24,-0.5,1,2
DEA26,-5.7,2,5
DEA27,1.3,1,1
DEA28,-9.0,2,5
DEA29,-5.2,2,5
DEA2A,-3.3,2,5
DEA2B,-6.3,1,2
DEA2C,0.0,1,1
DEA2D,-6.4,1,2
DEA31,-6.1,1,2
DEA32,1.4,1,1
DEA33,0.8,1,1
DEA34,15.9,2,4
DEA35,-4.1,1,2
DEA36,-5.8,1,2
DEA37,0.9,2,4
DEA38,0.5,2,4
DEA41,2.0,1,1
DEA42,3.5,1,1
DEA43,-2.8,1,2
DEA44,13.0,3,7
DEA45,5.8,2,4
DEA46,-4.2,2,5
DEA47,1.4,2,4
DEA51,-2.5,1,2
DEA52,0.7,1,1
DEA53,1.5,1,1
DEA54,2.8,1,1
DEA55,-5.0,1,2
DEA56,-8.4,1,2
DEA57,-5.0,2,5
DEA58,5.7,1,1
DEA59,1.9,2,4
DEA5A,13.6,2,4
DEA5B,9.2,2,4
DEA5C,-3.3,1,2
DEB11,-4.6,2,5
DEB12,-9.4,2,5
DEB13,-8.7,3,8
DEB14,-7.6,2,5
DEB15,-6.9,3,8
DEB17,-0.4,2,5
DEB18,-9.5,2,5
DEB1A,-12.6,2,6
DEB1B,-3.2,3,8
DEB1C,-11.1,3,9
DEB1D,-12.1,3,9
DEB21,71.2,2,4
DEB22,-5.2,3,8
DEB23,-2.2,3,8
DEB24,-11.8,3,9
DEB25,-3.0,2,5
DEB31,-4.9,1,2
DEB32,-5.0,2,5
DEB33,-9.3,1,2
DEB34,2.0,1,1
DEB35,-0.1,1,2
DEB36,-8.0,2,5
DEB37,-11.9,3,9
DEB38,-4.8,1,2
DEB39,1.0,1,1
DEB3A,-4.3,2,5
DEB3B,-5.0,3,8
DEB3C,-11.1,2,6
DEB3D,-9.8,3,8
DEB3E,-2.2,1,2
DEB3F,-5.0,2,5
DEB3G,-9.1,3,8
DEB3H,-9.3,2,5
DEB3I,-7.3,1,2
DEB3J,2.0,2,4
DEB3K,-12.9,3,9
DEC01,-5.4,1,2
DEC02,-7.4,2,5
DEC03,-1.2,2,5
DEC04,9.9,1,1
DEC05,-9.1,1,2
DEC06,-10.9,2,6
DED21,18.1,1,1
DED2C,-9.8,3,8
DED2D,-13.1,2,6
DED2E,-10.1,2,6
DED2F,-7.9,1,2
DED41,-9.7,2,5
DED42,-14.7,2,6
DED43,-12.4,2,6
DED44,-14.5,2,6
DED45,-15.0,2,6
DED51,-3.2,1,2
DED52,-14.8,1,3
DED53,-9.8,3,8
DEE01,-15.6,2,6
DEE02,-2.3,2,5
DEE03,-7.2,2,5
DEE04,-10.6,3,9
DEE05,-13.9,2,6
DEE06,-12.1,3,9
DEE07,-11.4,2,6
DEE08,-11.1,3,9
DEE09,25.8,2,4
DEE0A,-16.5,3,9
DEE0B,-13.7,2,6
DEE0C,-16.0,2,6
DEE0D,-10.2,3,9
DEE0E,-15.1,3,9
DEF01,-5.6,2,5
DEF02,1.6,1,1
DEF03,-4.5,2,5
DEF04,46.5,2,4
DEF05,-10.2,3,9
DEF06,-8.6,2,5
DEF07,-7.3,3,8
DEF08,-15.7,2,6
DEF09,-6.5,1,2
DEF0A,-13.3,1,3
DEF0B,-10.5,2,6
DEF0C,-12.8,2,6
DEF0D,-1.7,2,5
DEF0E,-4.3,2,5
DEF0F,-9.2,2,5
DEG01,-3.6,2,5
DEG02,1.6,2,4
DEG03,-2.9,2,5
DEG04,-4.4,2,5
DEG05,-4.9,2,5
DEG06,-4.0,3,8
DEG07,-10.3,2,6
DEG09,-8.4,3,8
DEG0A,-13.4,3,9
DEG0B,-14.3,2,6
DEG0C,-7.7,3,8
DEG0D,-10.3,2,6
DEG0E,-8.6,3,8
DEG0F,-5.5,3,8
DEG0G,-10.6,2,6
DEG0H,-16.8,3,9
DEG0I,-12.4,2,6
DEG0J,46.3,2,4
DEG0K,-11.1,3,9
DEG0L,-15.4,2,6
DEG0M,-14.4,2,6
DEG0N,-6.5,3,8
DEG0P,-7.6,3,8
EE001,14.1,1,1
EE004,-16.9,3,9
EE008,-16.8,3,9
EE009,,3,
EE00A,,1,
IE041,25.5,3,7
IE042,20.0,3,7
IE051,18.3,3,7
IE052,22.9,3,7
IE053,21.5,3,7
IE061,25.9,1,1
IE062,27.6,2,4
IE063,29.2,3,7
EL301,-26.1,1,3
EL302,-13.0,1,3
EL303,-30.1,1,3
EL304,-18.9,1,3
EL305,6.7,1,1
EL306,6.3,1,1
EL307,-25.6,1,3
EL411,49.2,3,7
EL412,50.9,3,7
EL413,32.5,2,4
EL421,15.4,2,4
EL422,-3.2,3,8
EL431,1.1,2,4
EL432,-8.1,3,8
EL433,1.9,3,7
EL434,1.0,2,4
EL511,2.7,2,4
EL512,-6.2,2,5
EL513,-10.2,3,9
EL514,-0.7,2,5
EL515,-12.8,3,9
EL521,-4.5,2,5
EL522,-12.5,1,3
EL523,-3.0,3,8
EL524,-10.7,3,9
EL525,-0.2,2,5
EL526,-16.3,3,9
EL527,-3.9,3,8
EL531,-21.4,3,9
EL532,-25.2,2,6
EL533,-15.3,3,9
EL541,-20.6,3,9
EL542,-5.9,3,8
EL543,-10.2,2,6
EL611,-19.9,3,9
EL612,-14.1,2,6
EL613,-11.7,2,6
EL621,-5.6,3,8
EL622,-9.5,3,8
EL623,-4.4,3,8
EL624,-1.7,3,8
EL631,-21.2,3,9
EL632,-17.7,2,6
EL633,-11.6,3,9
EL641,3.6,3,7
EL642,-8.1,3,8
EL643,-34.5,3,9
EL644,-9.7,3,8
EL645,-5.8,3,8
EL651,-15.9,3,9
EL652,-8.0,2,5
EL653,-7.4,3,8
ES111,-10.2,2,6
ES112,-16.4,3,9
ES113,-20.5,3,9
ES114,-11.3,2,6
ES120,-19.0,2,6
ES130,-9.8,2,5
ES211,5.0,1,1
ES212,2.2,1,1
ES213,-5.2,1,2
ES220,9.4,2,4
ES230,-6.6,2,5
ES241,-7.9,2,5
ES242,-17.6,3,9
ES243,-1.7,1,2
ES300,20.8,1,1
ES411,-21.2,3,9
ES412,-15.0,2,6
ES413,-21.6,2,6
ES414,-19.8,2,6
ES415,-17.6,2,6
ES416,-14.4,3,9
ES417,-13.2,3,9
ES418,-13.6,2,6
ES419,-28.0,3,9
ES421,-10.3,2,6
ES422,-19.3,2,6
ES423,-18.1,3,9
ES424,-0.4,2,5
ES425,-8.3,2,5
ES431,-13.4,2,6
ES432,-18.5,2,6
ES511,17.7,1,1
ES512,10.4,2,4
ES513,0.1,2,4
ES514,0.9,2,4
ES521,5.5,1,1
ES522,-6.4,2,5
ES523,1.1,1,1
ES531,37.2,2,4
ES532,31.3,1,1
ES533,-3.5,2,5
ES611,14.0,2,4
ES612,-5.8,1,2
ES613,-11.3,1,3
ES614,-4.1,2,5
ES615,-1.5,2,5
ES616,-18.3,2,6
ES617,10.5,1,1
ES618,-1.7,1,2
ES620,8.1,1,1
ES630,0.3,1,1
ES640,7.7,2,4
ES703,54.1,3,7
ES704,55.4,2,4
ES705,4.5,1,1
ES706,-2.5,3,8
ES707,59.5,2,4
ES708,18.8,2,4
ES709,22.0,1,1
FR101,8.3,1,1
FR102,7.8,2,4
FR103,2.8,1,1
FR104,13.1,1,1
FR105,3.8,1,1
FR106,19.6,1,1
FR107,8.5,1,1
FR108,8.7,1,1
FRB01,-17.7,3,9
FRB02,-9.1,3,8
FRB03,-16.2,3,9
FRB04,0.7,2,4
FRB05,-10.4,3,9
FRB06,3.8,2,4
FRC11,4.8,2,4
FRC12,-22.7,3,9
FRC13,-10.0,3,8
FRC14,-13.6,3,9
FRC21,2.7,2,4
FRC22,-9.6,3,8
FRC23,-13.9,3,9
FRC24,-5.3,2,5
FRD11,-0.1,2,5
FRD12,-10.6,3,9
FRD13,-14.8,3,9
FRD21,-5.2,3,8
FRD22,-2.8,2,5
FRE11,0.7,1,1
FRE12,-6.9,2,5
FRE21,-11.2,3,9
FRE22,-2.8,2,5
FRE23,1.4,3,7
FRF11,8.1,2,4
FRF12,-2.0,2,5
FRF21,-18.3,3,9
FRF22,0.5,2,4
FRF23,-0.6,2,5
FRF24,-20.0,3,9
FRF31,4.4,2,4
FRF32,-16.9,3,9
FRF33,-4.2,2,5
FRF34,-14.7,3,9
FRG01,18.7,1,1
FRG02,2.9,2,4
FRG03,-7.3,3,8
FRG04,-8.8,3,8
FRG05,-1.8,3,8
FRH01,-8.2,3,8
FRH02,-3.3,3,8
FRH03,16.2,2,4
FRH04,-2.7,3,8
FRI11,-13.5,3,9
FRI12,22.9,1,1
FRI13,-3.1,3,8
FRI14,-6.5,3,8
FRI15,3.2,2,4
FRI21,-4.1,3,8
FRI22,-12.4,3,9
FRI23,-2.5,3,8
FRI31,-9.1,3,8
FRI32,-3.4,3,8
FRI33,-8.0,3,8
FRI34,5.7,3,7
FRJ11,-1.8,3,8
FRJ12,-0.7,2,5
FRJ13,20.3,2,4
FRJ14,-2.3,3,8
FRJ15,3.0,2,4
FRJ21,-6.1,3,8
FRJ22,-7.4,3,8
FRJ23,24.8,1,1
FRJ24,-10.1,3,9
FRJ25,-8.7,3,8
FRJ26,-9.0,3,8
FRJ27,-4.7,3,8
FRJ28,4.0,3,7
FRK11,-14.2,3,9
FRK12,-12.7,3,9
FRK13,-5.8,3,8
FRK14,9.3,2,4
FRK21,9.4,3,7
FRK22,-5.3,3,8
FRK23,5.6,3,7
FRK24,3.8,2,4
FRK25,2.3,2,4
FRK26,18.6,1,1
FRK27,-0.4,2,5
FRK28,12.8,2,4
FRL01,-1.6,3,8
FRL02,-3.3,3,8
FRL03,-2.1,1,2
FRL04,4.7,1,1
FRL05,3.5,2,4
FRL06,0.4,2,4
FRM01,16.1,3,7
FRM02,12.7,3,7
FRY10,-20.7,2,6
FRY20,-22.4,2,6
FRY30,51.0,2,4
FRY40,1.7,1,1
FRY50,68.3,2,4
HR021,-30.7,3,9
HR022,-36.0,3,9
HR023,-39.4,3,9
HR024,-37.3,2,6
HR025,-32.0,2,6
HR026,-42.6,3,9
HR027,-26.7,3,9
HR028,-38.2,3,9
HR031,-17.8,2,6
HR032,-27.7,3,9
HR033,-9.9,3,8
HR034,-22.1,2,6
HR035,-7.1,2,5
HR036,1.2,3,7
HR037,-6.3,2,5
HR050,2.0,1,1
HR061,-15.0,3,9
HR062,-19.6,2,6
HR063,-26.2,3,9
HR064,-22.0,3,9
HR065,-17.0,3,9
ITC11,-5.3,1,2
ITC12,-13.8,2,6
ITC13,-16.0,2,6
ITC14,-8.3,2,5
ITC15,-2.5,2,5
ITC16,0.0,3,7
ITC17,-9.0,3,8
ITC18,-10.9,3,9
ITC20,-4.9,2,5
ITC31,-2.5,1,2
ITC32,-9.9,2,5
ITC33,-8.5,1,2
ITC34,-1.1,1,2
ITC41,-0.4,1,2
ITC42,1.1,1,1
ITC43,-1.9,1,2
ITC44,-1.5,2,5
ITC46,3.7,1,1
ITC47,6.5,2,4
ITC48,-0.1,2,5
ITC49,3.3,2,4
ITC4A,2.7,2,4
ITC4B,5.0,3,7
ITC4C,8.9,1,1
ITC4D,2.7,1,1
ITF11,-8.9,3,8
ITF12,-1.2,2,5
ITF13,-2.6,2,5
ITF14,-8.2,2,5
ITF21,-7.4,3,8
ITF22,-10.3,3,9
ITF31,0.7,1,1
ITF32,-9.9,3,8
ITF33,-6.0,1,2
ITF34,-12.2,2,6
ITF35,-5.7,2,5
ITF43,-15.2,1,3
ITF44,-11.2,1,3
ITF45,-9.2,1,2
ITF46,-9.4,3,8
ITF47,-8.9,1,2
ITF48,-5.5,1,2
ITF51,-16.4,3,9
ITF52,-9.1,2,5
ITF61,-4.7,2,5
ITF62,9.6,2,4
ITF63,-10.1,2,6
ITF64,-8.2,3,8
ITF65,-6.5,2,5
ITG11,-6.0,2,5
ITG12,-9.8,1,2
ITG13,-14.7,2,6
ITG14,-10.5,2,6
ITG15,-13.9,1,3
ITG16,-16.6,2,6
ITG17,-3.9,1,2
ITG18,7.1,2,4
ITG19,-8.0,1,2
ITG2D,-7.2,2,5
ITG2E,,3,
ITG2F,,1,
ITG2G,,3,
ITG2H,,3,
ITH10,20.7,3,7
ITH20,6.0,2,4
ITH31,11.9,2,4
ITH32,0.6,2,4
ITH33,-7.7,3,8
ITH34,3.2,2,4
ITH35,-1.0,1,2
ITH36,1.0,2,4
ITH37,-14.6,3,9
ITH41,3.0,2,4
ITH42,-6.9,2,5
ITH43,4.5,1,1
ITH44,2.0,1,1
ITH51,5.2,2,4
ITH52,10.5,2,4
ITH53,1.9,2,4
ITH54,9.2,2,4
ITH55,8.6,2,4
ITH56,-8.5,2,5
ITH57,-1.1,2,5
ITH58,3.0,2,4
ITH59,7.5,1,1
ITI11,-11.2,2,6
ITI12,-6.8,2,5
ITI13,2.0,1,1
ITI14,2.2,1,1
ITI15,5.5,1,1
ITI16,-5.7,2,5
ITI17,-4.4,2,5
ITI18,-4.0,2,5
ITI19,-0.6,3,8
ITI1A,-5.2,3,8
ITI21,-3.4,2,5
ITI22,-11.2,2,6
ITI31,-5.2,2,5
ITI32,-5.4,2,5
ITI33,-5.5,2,5
ITI34,-9.5,2,5
ITI35,-3.9,2,5
ITI41,-6.3,3,8
ITI42,-12.5,3,9
ITI43,3.9,1,1
ITI44,1.0,2,4
ITI45,-5.8,2,5
CY000,16.8,2,4
LV003,-36.9,2,6
LV005,-42.3,2,6
LV006,-15.3,1,3
LV007,-15.6,2,6
LV008,-39.9,3,9
LV009,-34.1,3,9
LT011,-5.0,1,2
LT021,-40.0,2,6
LT022,-22.3,2,6
LT023,-18.7,2,6
LT024,-41.2,3,9
LT025,-43.5,2,6
LT026,-33.4,2,6
LT027,-42.3,3,9
LT028,-39.6,2,6
LT029,-44.4,2,6
LU000,21.2,2,4
HU110,-0.1,1,2
HU120,5.3,2,4
HU211,-5.2,2,5
HU212,-4.9,2,5
HU213,-8.0,2,5
HU221,8.8,2,4
HU222,-2.5,2,5
HU223,-12.9,3,9
HU231,-5.7,2,5
HU232,-14.4,3,9
HU233,-13.2,3,9
HU311,-10.6,2,6
HU312,-10.7,3,9
HU313,-13.7,3,9
HU321,-6.6,2,5
HU322,-12.3,2,6
HU323,-13.6,3,9
HU331,-5.1,2,5
HU332,-16.2,2,6
HU333,-4.6,2,5
MT001,32.5,1,1
MT002,-12.3,1,3
NL111,-17.8,2,6
NL112,-18.6,2,6
NL113,-3.0,2,5
NL124,-2.7,2,5
NL125,-10.4,2,6
NL126,-3.8,2,5
NL131,-13.7,2,6
NL132,-8.5,2,5
NL133,-2.6,2,5
NL211,5.1,2,4
NL212,-0.1,2,5
NL213,-0.4,1,2
NL221,7.1,1,1
NL224,3.2,2,4
NL225,-5.8,2,5
NL226,4.0,1,1
NL230,3.3,1,1
NL310,8.6,1,1
NL321,-3.2,1,2
NL323,3.0,1,1
NL324,9.2,1,1
NL325,7.1,1,1
NL327,5.4,1,1
NL328,1.5,1,1
NL329,9.6,1,1
NL332,11.8,1,1
NL333,5.3,1,1
NL337,6.9,1,1
NL33A,11.5,1,1
NL33B,9.1,1,1
NL33C,10.6,1,1
NL341,-6.4,3,8
NL342,-1.7,2,5
NL411,3.3,1,1
NL412,1.2,1,1
NL413,3.3,2,4
NL414,5.9,1,1
NL421,-4.0,2,5
NL422,-5.3,2,5
NL423,-6.6,1,2
AT111,-4.6,3,8
AT112,4.6,3,7
AT113,-9.8,3,8
AT121,1.6,3,7
AT122,0.5,2,4
AT123,5.1,3,7
AT124,-6.2,3,8
AT125,-1.2,3,8
AT126,6.7,1,1
AT127,1.7,2,4
AT130,13.2,1,1
AT211,-2.6,2,5
AT212,-12.6,3,9
AT213,-12.3,3,9
AT221,11.1,2,4
AT222,-6.5,3,8
AT223,-14.4,2,6
AT224,-2.4,3,8
AT225,-3.4,3,8
AT226,-14.0,3,9
AT311,7.3,3,7
AT312,9.9,2,4
AT313,-0.2,3,8
AT314,0.4,3,7
AT315,-4.8,3,8
AT321,-7.5,3,8
AT322,-0.3,3,8
AT323,4.8,2,4
AT331,-0.3,3,8
AT332,10.1,1,1
AT333,-3.5,3,8
AT334,6.6,3,7
AT335,7.0,3,7
AT341,3.7,3,7
AT342,12.9,1,1
PL213,-4.1,1,2
PL214,5.9,2,4
PL217,-5.4,3,8
PL218,0.3,3,7
PL219,-3.9,3,8
PL21A,-12.9,2,6
PL224,-18.9,2,6
PL225,-6.0,2,5
PL227,-12.6,1,3
PL228,-14.5,1,3
PL229,-16.7,1,3
PL22A,-18.7,1,3
PL22B,-22.6,1,3
PL22C,-5.4,1,2
PL411,-12.0,3,9
PL414,-12.1,3,9
PL415,-17.7,1,3
PL416,-11.5,3,9
PL417,-5.7,3,8
PL418,14.2,2,4
PL424,-14.2,2,6
PL426,-12.6,2,6
PL427,-20.6,3,9
PL428,-11.6,2,6
PL431,-12.6,2,6
PL432,-13.6,2,6
PL514,-6.5,1,2
PL515,-20.0,2,6
PL516,-14.9,2,6
PL517,-21.4,2,6
PL518,4.6,2,4
PL523,-17.8,3,9
PL524,-12.7,2,6
PL613,-9.1,1,2
PL616,-13.0,3,9
PL617,-16.3,3,9
PL618,-11.4,3,9
PL619,-19.3,3,9
PL621,-16.1,2,6
PL622,-12.8,2,6
PL623,-12.8,2,6
PL633,-7.8,1,2
PL634,16.4,2,4
PL636,-10.3,2,6
PL637,-4.5,3,8
PL638,-9.6,2,5
PL711,-21.5,1,3
PL712,-7.2,1,2
PL713,-16.0,3,9
PL714,-15.4,3,9
PL715,-18.1,3,9
PL721,-17.1,2,6
PL722,-19.6,3,9
PL811,-15.9,3,9
PL812,-21.4,3,9
PL814,-9.2,2,5
PL815,-18.5,3,9
PL821,-11.6,3,9
PL822,-14.0,3,9
PL823,2.6,3,7
PL824,-11.4,3,9
PL841,-4.1,2,5
PL842,-18.8,3,9
PL843,-14.2,3,9
PL911,0.7,1,1
PL912,7.8,2,4
PL913,9.0,2,4
PL921,-15.6,2,6
PL922,-14.2,3,9
PL923,-16.7,3,9
PL924,-12.2,3,9
PL925,-10.0,3,8
PL926,-7.3,3,8
PT111,-15.6,3,9
PT112,-9.7,2,5
PT119,-15.8,2,6
PT11A,-12.9,1,3
PT11B,-22.3,3,9
PT11C,-15.6,2,6
PT11D,-19.4,3,9
PT11E,-20.3,3,9
PT150,0.5,2,4
PT16B,-7.9,3,8
PT16D,-10.2,2,6
PT16E,-18.9,3,9
PT16F,-14.4,3,9
PT16G,-18.3,3,9
PT16H,-24.2,3,9
PT16I,-17.4,3,9
PT16J,-27.0,3,9
PT170,5.3,1,1
PT181,-15.6,3,9
PT184,-22.4,3,9
PT185,-18.1,3,9
PT186,-29.7,3,9
PT187,-27.4,3,9
PT200,-11.4,2,6
