NUTS,perc,urt,class
DE22B,-0.9,3,8
DE22C,-0.8,3,8
DE231,-4.6,2,6
DE232,1.2,2,4
DE233,-4.0,3,8
DE234,-3.0,2,5
DE235,-2.9,3,8
DE236,-0.6,3,8
DE237,-2.5,3,8
DE238,-0.3,2,5
DE239,-2.4,3,8
DE23A,-6.0,3,9
DE241,-1.1,2,5
DE242,-3.9,2,5
DE243,-4.8,2,6
DE244,-5.0,2,6
DE245,-1.1,2,5
DE246,-4.2,2,6
DE247,-4.6,2,6
DE248,-1.0,2,5
DE249,-7.5,2,6
DE24A,-6.4,3,9
DE24B,-6.0,3,9
DE24C,-4.7,3,9
DE24D,-8.3,3,9
DE251,-1.7,3,8
DE252,0.4,1,1
DE253,0.5,1,1
DE254,-0.7,1,2
DE255,-2.4,1,2
DE256,-1.8,3,8
DE257,-0.6,1,2
DE258,-2.1,1,2
DE259,-2.7,2,5
DE25A,-2.3,3,8
DE25B,-1.6,2,5
DE25C,-2.6,3,8
DE261,-1.3,1,2
DE262,-3.9,2,5
DE263,-1.2,2,5
DE264,-1.9,1,2
DE265,-4.9,3,9
DE266,-3.2,3,8
DE267,-1.7,3,8
DE268,-1.9,3,8
DE269,-2.0,2,5
DE26A,-3.3,3,8
DE26B,-1.5,2,5
DE26C,-0.2,2,5
DE271,-0.3,1,2
DE272,-2.3,2,5
DE273,-0.8,2,5
DE274,-1.4,3,8
DE275,0.5,2,4
DE276,-0.3,1,2
DE277,-1.1,3,8
DE278,-0.4,3,8
DE279,0.1,2,4
DE27A,-2.3,2,5
DE27B,-0.2,2,5
DE27C,-1.0,3,8
DE27D,-0.9,3,8
DE27E,-0.9,2,5
DE300,1.2,1,1
DE401,-6.3,2,6
DE402,-5.0,2,6
DE403,-6.1,2,6
DE404,1.1,2,4
DE405,-4.1,2,6
DE406,-3.9,2,5
DE407,-8.6,3,9
DE408,-4.0,2,5
DE409,-4.9,2,6
DE40A,-3.8,2,5
DE40B,-8.4,2,6
DE40C,-5.7,2,6
DE40D,-6.4,3,9
DE40E,-3.7,2,5
DE40F,-8.5,3,9
DE40G,-8.4,2,6
DE40H,-3.7,2,5
DE40I,-7.8,3,9
DE501,-1.1,1,2
DE502,-2.7,2,5
DE600,1.7,1,1
DE711,1.6,1,1
DE712,3.9,1,1
DE713,3.3,1,1
DE714,1.1,1,1
DE715,-2.7,1,2
DE716,-1.1,1,2
DE717,0.9,1,1
DE718,-2.0,1,2
DE719,-1.6,2,5
DE71A,-0.2,1,2
DE71B,-4.4,3,9
DE71C,-0.2,1,2
DE71D,-2.8,2,5
DE71E,-2.3,2,5
DE721,-0.5,2,5
DE722,-3.3,2,5
DE723,-3.3,2,5
DE724,-2.1,2,5
DE725,-5.7,3,9
DE731,-0.2,2,5
DE732,-1.4,2,5
DE733,-4.5,3,9
DE734,-4.7,2,6
DE735,-5.2,3,9
DE736,-4.9,3,9
DE737,-7.5,3,9
DE803,-2.2,2,5
DE804,-4.1,3,9
DE80J,-6.3,3,9
DE80K,-4.5,2,6
DE80L,-6.7,3,9
DE80M,-4.2,3,9
DE80N,-6.7,3,9
DE80O,-4.8,3,9
DE911,-1.8,2,5
DE912,-3.0,2,5
DE913,-1.4,2,5
DE914,-0.5,2,5
DE916,-8.8,2,6
DE917,-6.3,3,9
DE918,-6.6,3,9
DE91A,-3.0,2,5
DE91B,-4.5,2,6
DE91C,-3.8,2,5
DE922,-3.1,2,5
DE923,-5.9,2,6
DE925,-4.8,2,6
DE926,-7.2,3,9
DE927,-4.4,3,9
DE928,-6.1,2,6
DE929,-1.3,1,2
DE931,-3.7,2,5
DE932,-5.6,2,6
DE933,-1.6,2,5
DE934,-8.3,3,9
DE935,-1.5,2,5
DE936,-3.5,2,5
DE937,-2.8,3,8
DE938,-3.5,2,5
DE939,-1.4,2,5
DE93A,-7.1,3,9
DE93B,-2.0,2,5
DE941,-1.1,1,2
DE942,-3.1,2,5
DE943,-0.4,2,5
DE944,-0.2,2,5
DE945,-6.3,2,6
DE946,-2.2,2,5
DE947,-4.2,2,6
DE948,1.8,3,7
DE949,-0.3,3,8
DE94A,-4.9,2,6
DE94B,-1.1,2,5
DE94C,-2.5,2,5
DE94D,-2.5,2,5
DE94E,-1.4,2,5
DE94F,2.6,2,4
DE94G,-4.7,2,6
DE94H,-5.4,3,9
DEA11,0.7,1,1
DEA12,-2.5,1,2
DEA13,-2.6,1,2
DEA14,-3.1,1,2
DEA15,-2.7,1,2
DEA16,-3.8,1,2
DEA17,-3.9,1,2
DEA18,-3.3,1,2
DEA19,-3.5,1,2
DEA1A,-2.2,1,2
DEA1B,-2.6,2,5
DEA1C,-3.7,1,2
DEA1D,-2.1,1,2
DEA1E,-3.2,1,2
DEA1F,-4.0,1,2
DEA22,1.3,1,1
DEA23,1.7,1,1
DEA24,-1.5,1,2
DEA26,-3.0,2,5
DEA27,-1.6,1,2
DEA28,-3.2,2,5
DEA29,-2.6,2,5
DEA2A,-2.8,2,5
DEA2B,-3.3,1,2
DEA2C,-1.4,1,2
DEA2D,-1.8,1,2
DEA31,-4.5,1,3
DEA32,-3.0,1,2
DEA33,1.5,1,1
DEA34,-0.1,2,5
DEA35,-1.2,1,2
DEA36,-4.3,1,3
DEA37,-0.7,2,5
DEA38,-1.6,2,5
DEA41,-0.6,1,2
DEA42,-0.4,1,2
DEA43,-3.1,1,2
DEA44,-3.8,3,8
DEA45,-2.9,2,5
DEA46,-2.8,2,5
DEA47,1.0,2,4
DEA51,-3.6,1,2
DEA52,-2.1,1,2
DEA53,-3.6,1,2
DEA54,-2.4,1,2
DEA55,-4.9,1,3
DEA56,-4.9,1,3
DEA57,-3.9,2,5
DEA58,-3.5,1,2
DEA59,-2.0,2,5
DEA5A,-2.5,2,5
DEA5B,-2.8,2,5
DEA5C,-4.2,1,3
DEB11,-2.1,2,5
DEB12,-4.3,2,6
DEB13,-3.7,3,8
DEB14,-3.6,2,5
DEB15,-6.1,3,9
DEB17,-2.4,2,5
DEB18,-3.2,2,5
DEB1A,-4.2,2,6
DEB1B,-2.8,3,8
DEB1C,-5.8,3,9
DEB1D,-3.7,3,8
DEB21,-0.9,2,5
DEB22,-3.2,3,8
DEB23,-2.0,3,8
DEB24,-6.0,3,9
DEB25,-2.1,2,5
DEB31,-1.9,1,2
DEB32,-2.1,2,5
DEB33,-1.4,1,2
DEB34,0.3,1,1
DEB35,1.4,1,1
DEB36,-3.5,2,5
DEB37,-8.1,3,9
DEB38,-3.4,1,2
DEB39,-0.9,1,2
DEB3A,-4.4,2,6
DEB3B,-1.2,3,8
DEB3C,-4.5,2,6
DEB3D,-3.7,3,8
DEB3E,-0.9,1,2
DEB3F,-0.9,2,5
DEB3G,-5.0,3,9
DEB3H,-3.1,2,5
DEB3I,-2.1,1,2
DEB3J,-0.9,2,5
DEB3K,-5.6,3,9
DEC01,-4.5,1,3
DEC02,-5.6,2,6
DEC03,-6.5,2,6
DEC04,-5.3,1,3
DEC05,-6.0,1,3
DEC06,-6.6,2,6
DED21,1.0,1,1
DED2C,-6.4,3,9
DED2D,-9.0,2,6
DED2E,-6.1,2,6
DED2F,-6.2,1,3
DED41,-4.9,2,6
DED42,-7.9,2,6
DED43,-7.3,2,6
DED44,-9.2,2,6
DED45,-8.8,2,6
DED51,0.6,1,1
DED52,-6.0,1,3
DED53,-6.2,3,9
DEE01,-9.6,2,6
DEE02,-2.9,2,5
DEE03,-3.4,2,5
DEE04,-5.8,3,9
DEE05,-8.6,2,6
DEE06,-7.3,3,9
DEE07,-5.5,2,6
DEE08,-8.2,3,9
DEE09,-9.0,2,6
DEE0A,-9.7,3,9
DEE0B,-6.3,2,6
DEE0C,-9.6,2,6
DEE0D,-7.3,3,9
DEE0E,-8.5,3,9
DEF01,-1.6,2,5
DEF02,-0.2,1,2
DEF03,-4.2,2,6
DEF04,-4.6,2,6
DEF05,-5.8,3,9
DEF06,-3.0,2,5
DEF07,-4.3,3,9
DEF08,-7.2,2,6
DEF09,-2.3,1,2
DEF0A,-4.5,1,3
DEF0B,-3.7,2,5
DEF0C,-3.9,2,5
DEF0D,-2.2,2,5
DEF0E,-4.6,2,6
DEF0F,-2.9,2,5
DEG01,-1.4,2,5
DEG02,-6.9,2,6
DEG03,0.5,2,4
DEG04,-9.2,2,6
DEG05,-3.0,2,5
DEG06,-2.4,3,8
DEG07,-6.6,2,6
DEG09,-6.0,3,9
DEG0A,-8.8,3,9
DEG0B,-7.2,2,6
DEG0C,-5.5,3,9
DEG0D,-5.7,2,6
DEG0E,-6.5,3,9
DEG0F,-5.6,3,9
DEG0G,-4.0,2,5
DEG0H,-9.0,3,9
DEG0I,-8.4,2,6
DEG0J,-4.3,2,6
DEG0K,-7.0,3,9
DEG0L,-8.8,2,6
DEG0M,-8.7,2,6
DEG0N,-5.8,3,9
DEG0P,-5.7,3,9
EE001,1.9,1,1
EE004,-3.5,3,8
EE008,-2.0,3,8
EE009,,3,
EE00A,,1,
IE041,4.8,3,7
IE042,5.2,3,7
IE051,5.0,3,7
IE052,5.3,3,7
IE053,5.2,3,7
IE061,7.3,1,1
IE062,8.0,2,4
IE063,6.8,3,7
EL301,-1.0,1,2
EL302,-1.7,1,2
EL303,-4.7,1,3
EL304,-2.5,1,2
EL305,0.4,1,1
EL306,2.2,1,1
EL307,-4.1,1,3
EL411,-2.6,3,8
EL412,-2.9,3,8
EL413,-2.2,2,5
EL421,2.1,2,4
EL422,0.3,3,7
EL431,0.7,2,4
EL432,-3.2,3,8
EL433,1.4,3,7
EL434,0.0,2,4
EL511,-5.7,2,6
EL512,-0.6,2,5
EL513,-5.1,3,9
EL514,-8.2,2,6
EL515,-6.4,3,9
EL521,-5.5,2,6
EL522,-1.9,1,2
EL523,-8.6,3,9
EL524,-6.6,3,9
EL525,-4.9,2,6
EL526,-11.0,3,9
EL527,-3.7,3,8
EL531,-5.5,3,9
EL532,-5.9,2,6
EL533,-5.8,3,9
EL541,-7.5,3,9
EL542,-5.7,3,9
EL543,-3.4,2,5
EL611,-7.7,3,9
EL612,-2.7,2,5
EL613,-4.2,2,6
EL621,-1.1,3,8
EL622,-5.3,3,9
EL623,-4.2,3,9
EL624,-5.6,3,9
EL631,-5.2,3,9
EL632,-2.1,2,5
EL633,-5.9,3,9
EL641,-3.7,3,8
EL642,-4.5,3,9
EL643,-7.2,3,9
EL644,-6.6,3,9
EL645,-6.6,3,9
EL651,-5.7,3,9
EL652,-4.4,2,6
EL653,-6.4,3,9
ES111,-4.7,2,6
ES112,-9.4,3,9
ES113,-10.1,3,9
ES114,-3.2,2,5
ES120,-7.5,2,6
ES130,-3.7,2,5
ES211,-0.1,1,2
ES212,-2.0,1,2
ES213,-3.3,1,2
ES220,-0.5,2,5
ES230,-2.2,2,5
ES241,-4.3,2,6
ES242,-5.9,3,9
ES243,-2.5,1,2
ES300,1.4,1,1
ES411,-7.0,3,9
ES412,-4.5,2,6
ES413,-8.1,2,6
ES414,-7.3,2,6
ES415,-6.3,2,6
ES416,-5.0,3,9
ES417,-6.8,3,9
ES418,-3.0,2,5
ES419,-11.0,3,9
ES421,-2.0,2,5
ES422,-3.4,2,5
ES423,-5.9,3,9
ES424,0.1,2,4
ES425,-0.8,2,5
ES431,-2.2,2,5
ES432,-5.1,2,6
ES511,-0.3,1,2
ES512,0.5,2,4
ES513,-1.6,2,5
ES514,-0.4,2,5
ES521,-0.8,1,2
ES522,-1.2,2,5
ES523,-1.3,1,2
ES531,3.8,2,4
ES532,1.3,1,1
ES533,1.0,2,4
ES611,3.1,2,4
ES612,0.2,1,1
ES613,-1.9,1,2
ES614,-0.6,2,5
ES615,0.2,2,4
ES616,-2.8,2,5
ES617,0.5,1,1
ES618,0.7,1,1
ES620,2.3,1,1
ES630,5.1,1,1
ES640,9.3,2,4
ES703,-3.1,3,8
ES704,4.8,2,4
ES705,-1.1,1,2
ES706,-4.0,3,8
ES707,-3.4,2,5
ES708,3.8,2,4
ES709,-0.4,1,2
FR101,6.0,1,1
FR102,6.5,2,4
FR103,6.4,1,1
FR104,8.0,1,1
FR105,7.8,1,1
FR106,11.9,1,1
FR107,8.3,1,1
FR108,9.5,1,1
FRB01,-3.7,3,8
FRB02,1.4,3,7
FRB03,-6.2,3,9
FRB04,0.8,2,4
FRB05,-2.4,3,8
FRB06,2.4,2,4
FRC11,0.5,2,4
FRC12,-7.0,3,9
FRC13,-3.1,3,8
FRC14,-2.8,3,8
FRC21,2.4,2,4
FRC22,-1.7,3,8
FRC23,-1.7,3,8
FRC24,1.1,2,4
FRD11,-0.3,2,5
FRD12,-2.7,3,8
FRD13,-3.4,3,8
FRD21,1.6,3,7
FRD22,1.6,2,4
FRE11,3.5,1,1
FRE12,0.9,2,4
FRE21,-0.3,3,8
FRE22,3.6,2,4
FRE23,0.0,3,7
FRF11,2.3,2,4
FRF12,1.3,2,4
FRF21,-1.4,3,8
FRF22,-0.1,2,5
FRF23,1.5,2,4
FRF24,-3.7,3,8
FRF31,0.7,2,4
FRF32,-2.6,3,8
FRF33,0.1,2,4
FRF34,-3.3,3,8
FRG01,3.2,1,1
FRG02,2.1,2,4
FRG03,-0.1,3,8
FRG04,0.2,3,7
FRG05,-1.5,3,8
FRH01,-3.6,3,8
FRH02,-2.4,3,8
FRH03,3.0,2,4
FRH04,-2.3,3,8
FRI11,-6.0,3,9
FRI12,2.2,1,1
FRI13,-2.6,3,8
FRI14,-3.1,3,8
FRI15,-1.8,2,5
FRI21,-5.3,3,9
FRI22,-9.9,3,9
FRI23,-2.2,3,8
FRI31,-3.3,3,8
FRI32,-4.1,3,9
FRI33,-1.7,3,8
FRI34,-0.4,3,8
FRJ11,-3.0,3,8
FRJ12,0.2,2,4
FRJ13,1.6,2,4
FRJ14,-5.1,3,9
FRJ15,-2.7,2,5
FRJ21,-4.1,3,9
FRJ22,-4.5,3,9
FRJ23,4.6,1,1
FRJ24,-5.3,3,9
FRJ25,-6.2,3,9
FRJ26,-4.4,3,9
FRJ27,-2.5,3,8
FRJ28,-0.3,3,8
FRK11,-4.9,3,9
FRK12,-7.1,3,9
FRK13,-2.9,3,8
FRK14,-0.1,2,5
FRK21,2.9,3,7
FRK22,-2.7,3,8
FRK23,1.3,3,7
FRK24,3.6,2,4
FRK25,0.8,2,4
FRK26,6.5,1,1
FRK27,1.2,2,4
FRK28,4.9,2,4
FRL01,-3.1,3,8
FRL02,-1.6,3,8
FRL03,-0.2,1,2
FRL04,3.5,1,1
FRL05,-1.4,2,5
FRL06,1.6,2,4
FRM01,-1.1,3,8
FRM02,-0.9,3,8
FRY10,3.9,2,4
FRY20,1.1,2,4
FRY30,24.5,2,4
FRY40,10.1,1,1
FRY50,33.5,2,4
HR021,-6.8,3,9
HR022,-6.1,3,9
HR023,-6.1,3,9
HR024,-5.7,2,6
HR025,-5.8,2,6
HR026,-6.3,3,9
HR027,-8.3,3,9
HR028,-8.3,3,9
HR031,-5.7,2,6
HR032,-10.9,3,9
HR033,-2.9,3,8
HR034,-7.3,2,6
HR035,-2.3,2,5
HR036,-3.7,3,8
HR037,-0.9,2,5
HR050,-1.2,1,2
HR061,-0.8,3,8
HR062,-5.0,2,6
HR063,-5.7,3,9
HR064,-6.3,3,9
HR065,-2.8,3,8
ITC11,-4.9,1,3
ITC12,-8.6,2,6
ITC13,-9.0,2,6
ITC14,-7.0,2,6
ITC15,-4.6,2,6
ITC16,-4.6,3,9
ITC17,-7.8,3,9
ITC18,-9.3,3,9
ITC20,-4.8,2,6
ITC31,-7.9,1,3
ITC32,-8.9,2,6
ITC33,-8.7,1,3
ITC34,-7.6,1,3
ITC41,-3.2,1,2
ITC42,-3.0,1,2
ITC43,-3.1,1,2
ITC44,-3.9,2,5
ITC46,-2.1,1,2
ITC47,-2.0,2,5
ITC48,-6.5,2,6
ITC49,-2.8,2,5
ITC4A,-5.3,2,6
ITC4B,-4.3,3,9
ITC4C,-2.2,1,2
ITC4D,-1.7,1,2
ITF11,-5.0,3,9
ITF12,-3.9,2,5
ITF13,-3.7,2,5
ITF14,-5.1,2,6
ITF21,-6.2,3,9
ITF22,-5.8,3,9
ITF31,-0.4,1,2
ITF32,-4.9,3,9
ITF33,-0.2,1,2
ITF34,-4.4,2,6
ITF35,-2.5,2,5
ITF43,-2.9,1,2
ITF44,-3.8,1,2
ITF45,-4.0,1,2
ITF46,-2.6,3,8
ITF47,-1.8,1,2
ITF48,-1.1,1,2
ITF51,-5.2,3,9
ITF52,-3.5,2,5
ITF61,-3.2,2,5
ITF62,-0.8,2,5
ITF63,-2.6,2,5
ITF64,-2.7,3,8
ITF65,-2.2,2,5
ITG11,-3.6,2,5
ITG12,-1.7,1,2
ITG13,-4.6,2,6
ITG14,-3.7,2,5
ITG15,-3.3,1,2
ITG16,-4.8,2,6
ITG17,-0.9,1,2
ITG18,-1.4,2,5
ITG19,-2.8,1,2
ITG2D,-3.8,2,5
ITG2E,,3,
ITG2F,,1,
ITG2G,,3,
ITG2H,,3,
ITH10,1.4,3,7
ITH20,-1.6,2,5
ITH31,-2.0,2,5
ITH32,-2.2,2,5
ITH33,-6.4,3,9
ITH34,-1.9,2,5
ITH35,-4.3,1,3
ITH36,-2.6,2,5
ITH37,-7.3,3,9
ITH41,-3.0,2,5
ITH42,-5.7,2,6
ITH43,-6.5,1,3
ITH44,-8.2,1,3
ITH51,-6.1,2,6
ITH52,-3.9,2,5
ITH53,-2.6,2,5
ITH54,-2.9,2,5
ITH55,-4.4,2,6
ITH56,-8.4,2,6
ITH57,-5.4,2,6
ITH58,-4.1,2,6
ITH59,-3.2,1,2
ITI11,-7.8,2,6
ITI12,-6.2,2,6
ITI13,-4.8,1,3
ITI14,-4.6,1,3
ITI15,-2.4,1,2
ITI16,-6.5,2,6
ITI17,-4.2,2,6
ITI18,-5.1,2,6
ITI19,-5.9,3,9
ITI1A,-7.0,3,9
ITI21,-4.5,2,6
ITI22,-7.2,2,6
ITI31,-4.5,2,6
ITI32,-4.9,2,6
ITI33,-4.9,2,6
ITI34,-5.4,2,6
ITI35,-5.5,2,6
ITI41,-5.6,3,9
ITI42,-6.3,3,9
ITI43,-2.3,1,2
ITI44,-1.4,2,5
ITI45,-4.1,2,6
CY000,4.0,2,4
LV003,-5.5,2,6
LV005,-10.0,2,6
LV006,-3.4,1,2
LV007,-0.2,2,5
LV008,-5.9,3,9
LV009,-4.6,3,9
LT011,-0.7,1,2
LT021,-8.3,2,6
LT022,-4.4,2,6
LT023,-2.9,2,5
LT024,-6.5,3,9
LT025,-7.9,2,6
LT026,-6.4,2,6
LT027,-6.3,3,9
LT028,-4.0,2,5
LT029,-11.5,2,6
LU000,3.3,2,4
HU110,-3.4,1,2
HU120,-1.7,2,5
HU211,-4.0,2,5
HU212,-4.4,2,6
HU213,-5.0,2,6
HU221,-2.3,2,5
HU222,-5.1,2,6
HU223,-6.8,3,9
HU231,-5.4,2,6
HU232,-6.2,3,9
HU233,-5.6,3,9
HU311,-3.6,2,5
HU312,-5.7,3,9
HU313,-6.6,3,9
HU321,-1.9,2,5
HU322,-5.4,2,6
HU323,-1.6,3,8
HU331,-4.5,2,6
HU332,-8.0,2,6
HU333,-5.0,2,6
MT001,1.7,1,1
MT002,0.5,1,1
NL111,-3.9,2,5
NL112,-4.2,2,6
NL113,0.7,2,4
NL124,-0.1,2,5
NL125,-0.6,2,5
NL126,-1.3,2,5
NL131,-2.3,2,5
NL132,-2.9,2,5
NL133,-1.4,2,5
NL211,3.1,2,4
NL212,0.3,2,4
NL213,-0.5,1,2
NL221,1.5,1,1
NL224,1.8,2,4
NL225,-2.5,2,5
NL226,0.2,1,1
NL230,5.6,1,1
NL310,3.5,1,1
NL321,0.2,1,1
NL323,-0.8,1,2
NL324,-0.1,1,2
NL325,1.7,1,1
NL327,-1.3,1,2
NL328,0.5,1,1
NL329,4.3,1,1
NL332,3.2,1,1
NL333,1.9,1,1
NL337,1.1,1,1
NL33A,1.4,1,1
NL33B,2.3,1,1
NL33C,2.0,1,1
NL341,-4.0,3,8
NL342,-0.4,2,5
NL411,-0.5,1,2
NL412,0.4,1,1
NL413,0.3,2,4
NL414,0.3,1,1
NL421,-0.9,2,5
NL422,-2.3,2,5
NL423,-4.3,1,3
AT111,-6.0,3,9
AT112,-2.6,3,8
AT113,-5.2,3,9
AT121,0.2,3,7
AT122,-1.8,2,5
AT123,-0.7,3,8
AT124,-3.5,3,8
AT125,-4.4,3,9
AT126,-1.1,1,2
AT127,-1.3,2,5
AT130,1.8,1,1
AT211,-2.3,2,5
AT212,-3.1,3,8
AT213,-3.1,3,8
AT221,1.2,2,4
AT222,-2.3,3,8
AT223,-5.8,2,6
AT224,-1.2,3,8
AT225,-2.6,3,8
AT226,-4.4,3,9
AT311,0.8,3,7
AT312,1.4,2,4
AT313,1.5,3,7
AT314,-0.6,3,8
AT315,0.5,3,7
AT321,-1.1,3,8
AT322,1.9,3,7
AT323,1.9,2,4
AT331,0.8,3,7
AT332,1.8,1,1
AT333,-0.2,3,8
AT334,3.1,3,7
AT335,2.2,3,7
AT341,2.3,3,7
AT342,3.2,1,1
PL213,1.4,1,1
PL214,1.4,2,4
PL217,0.1,3,7
PL218,3.3,3,7
PL219,1.3,3,7
PL21A,-1.4,2,5
PL224,-4.4,2,6
PL225,-0.7,2,5
PL227,-0.7,1,2
PL228,-3.0,1,2
PL229,-1.9,1,2
PL22A,-3.2,1,2
PL22B,-5.1,1,3
PL22C,1.0,1,1
PL411,-0.1,3,8
PL414,-0.3,3,8
PL415,0.3,1,1
PL416,-0.4,3,8
PL417,1.7,3,7
PL418,4.1,2,4
PL424,-2.5,2,5
PL426,-1.7,2,5
PL427,-2.5,3,8
PL428,-1.1,2,5
PL431,-1.4,2,5
PL432,-1.4,2,5
PL514,0.2,1,1
PL515,-4.2,2,6
PL516,-1.2,2,5
PL517,-5.5,2,6
PL518,0.8,2,4
PL523,-3.7,3,8
PL524,-1.8,2,5
PL613,-0.7,1,2
PL616,-0.9,3,8
PL617,-1.5,3,8
PL618,0.0,3,7
PL619,-3.1,3,8
PL621,-1.2,2,5
PL622,-1.0,2,5
PL623,-1.0,2,5
PL633,-0.5,1,2
PL634,5.4,2,4
PL636,-0.1,2,5
PL637,2.3,3,7
PL638,0.5,2,4
PL711,-5.9,1,3
PL712,-3.3,1,2
PL713,-2.7,3,8
PL714,-2.7,3,8
PL715,-3.4,3,8
PL721,-3.2,2,5
PL722,-4.2,3,9
PL811,-1.7,3,8
PL812,-3.7,3,8
PL814,-0.3,2,5
PL815,-2.3,3,8
PL821,-0.7,3,8
PL822,-1.1,3,8
PL823,1.8,3,7
PL824,-0.2,3,8
PL841,0.1,2,4
PL842,-3.3,3,8
PL843,-1.2,3,8
PL911,0.8,1,1
PL912,2.0,2,4
PL913,1.4,2,4
PL921,-1.8,2,5
PL922,-1.7,3,8
PL923,-2.4,3,8
PL924,-0.1,3,8
PL925,0.2,3,7
PL926,-1.3,3,8
PT111,-6.4,3,9
PT112,0.3,2,4
PT119,-0.8,2,5
PT11A,-1.4,1,2
PT11B,-10.0,3,9
PT11C,-1.4,2,5
PT11D,-7.1,3,9
PT11E,-9.8,3,9
PT150,-2.1,2,5
PT16B,-4.0,3,8
PT16D,-2.6,2,5
PT16E,-5.6,3,9
PT16F,-3.7,3,8
PT16G,-6.2,3,9
PT16H,-11.0,3,9
PT16I,-7.8,3,9
