NUTS,perc,urt,class
MK007,-0.1,1,2
MK008,0.4,1,1
AL011,-2.3,3,9
AL012,0.8,2,4
AL013,-1.7,3,9
AL014,-1.5,3,9
AL015,-1.3,2,6
AL021,-1.5,3,9
AL022,1.5,1,1
AL031,-2.4,3,9
AL032,-1.2,3,9
AL033,-3.0,3,9
AL034,-1.4,3,9
AL035,-0.1,2,5
RS,,,
TR100,1.2,1,1
TR211,3.0,2,4
TR212,0.3,2,4
TR213,0.9,2,4
TR221,0.7,2,4
TR222,0.9,2,4
TR310,1.1,1,1
TR321,1.2,2,4
TR322,1.0,2,4
TR323,1.9,2,4
TR331,1.0,2,4
TR332,0.7,2,4
TR333,0.1,2,5
TR334,0.9,2,4
TR411,1.8,1,1
TR412,1.5,2,4
TR413,0.7,2,4
TR421,2.5,1,1
TR422,1.9,1,1
TR423,1.8,1,1
TR424,1.7,2,4
TR425,3.4,1,1
TR510,1.6,1,1
TR521,1.1,2,4
TR522,1.0,2,4
TR611,2.3,1,1
TR612,0.8,2,4
TR613,0.7,2,4
TR621,0.7,1,1
TR622,1.3,1,1
TR631,1.5,1,1
TR632,1.2,2,4
TR633,1.3,1,1
TR711,0.5,1,1
TR712,1.6,2,4
TR713,0.9,2,4
TR714,1.1,2,4
TR715,1.5,2,4
TR721,1.2,1,1
TR722,0.3,2,4
TR723,-0.5,2,6
TR811,-0.2,1,2
TR812,0.9,2,4
TR813,0.8,2,4
TR821,0.3,2,4
TR822,0.8,3,7
TR823,0.9,2,4
TR831,1.1,2,4
TR832,0.0,2,5
TR833,0.1,2,5
TR834,0.7,2,4
TR901,1.0,1,1
TR902,0.8,2,4
TR903,0.7,2,4
TR904,0.7,2,4
TR905,0.0,3,8
TR906,-0.5,3,9
TRA11,-0.1,2,5
TRA12,0.8,2,4
TRA13,0.3,3,7
TRA21,-0.4,2,6
TRA22,-0.7,2,6
TRA23,0.8,2,4
TRA24,-0.8,2,6
TRB11,0.8,2,4
TRB12,0.6,2,4
TRB13,1.0,3,7
TRB14,-0.6,3,9
TRB21,1.0,2,4
TRB22,0.0,2,5
TRB23,0.6,2,4
TRB24,0.3,2,4
TRC11,1.8,1,1
TRC12,0.9,2,4
TRC13,1.7,2,4
TRC21,2.3,2,4
TRC22,1.5,2,4
TRC31,1.3,2,4
TRC32,1.8,2,4
TRC33,1.6,2,4
TRC34,0.7,2,4
