NUTS,perc,urt,class
DE224,34.4,3,9
DE225,37.8,3,8
DE226,31.1,3,9
DE227,31.2,3,9
DE228,38.3,3,8
DE229,38.7,3,8
DE22A,36.3,3,8
DE22B,33.1,3,9
DE22C,31.4,3,9
DE231,40.3,2,4
DE232,26.4,2,6
DE233,39.0,3,8
DE234,36.0,2,5
DE235,36.6,3,8
DE236,32.0,3,9
DE237,35.8,3,8
DE238,33.1,2,6
DE239,34.5,3,9
DE23A,39.1,3,8
DE241,30.7,2,6
DE242,34.6,2,6
DE243,39.8,2,5
DE244,42.3,2,4
DE245,32.3,2,6
DE246,38.7,2,5
DE247,40.0,2,4
DE248,34.9,2,6
DE249,45.6,2,4
DE24A,42.2,3,7
DE24B,41.8,3,7
DE24C,39.0,3,8
DE24D,46.5,3,7
DE251,36.5,3,8
DE252,27.6,1,3
DE253,29.6,1,3
DE254,32.6,1,3
DE255,36.6,1,2
DE256,34.0,3,9
DE257,35.6,1,2
DE258,39.8,1,2
DE259,38.4,2,5
DE25A,35.9,3,8
DE25B,35.9,2,5
DE25C,37.7,3,8
DE261,34.5,1,3
DE262,41.6,2,4
DE263,31.3,2,6
DE264,37.1,1,2
DE265,43.9,3,7
DE266,39.3,3,8
DE267,36.4,3,8
DE268,35.1,3,8
DE269,37.0,2,5
DE26A,40.5,3,7
DE26B,37.7,2,5
DE26C,37.2,2,5
DE271,30.9,1,3
DE272,39.1,2,5
DE273,37.3,2,5
DE274,36.8,3,8
DE275,33.7,2,6
DE276,35.2,1,2
DE277,34.4,3,9
DE278,32.6,3,9
DE279,34.2,2,6
DE27A,38.8,2,5
DE27B,36.6,2,5
DE27C,36.1,3,8
DE27D,33.7,3,9
DE27E,39.5,2,5
DE300,30.9,1,3
DE401,50.1,2,4
DE402,46.3,2,4
DE403,48.1,2,4
DE404,32.7,2,6
DE405,42.1,2,4
DE406,42.3,2,4
DE407,52.7,3,7
DE408,39.4,2,5
DE409,42.9,2,4
DE40A,40.5,2,4
DE40B,53.7,2,4
DE40C,49.6,2,4
DE40D,47.2,3,7
DE40E,40.3,2,4
DE40F,52.2,3,7
DE40G,52.5,2,4
DE40H,38.8,2,5
DE40I,52.4,3,7
DE501,34.7,1,3
DE502,38.1,2,5
DE600,28.8,1,3
DE711,27.1,1,3
DE712,24.0,1,3
DE713,26.1,1,3
DE714,33.6,1,3
DE715,38.5,1,2
DE716,35.8,1,2
DE717,32.2,1,3
DE718,39.9,1,2
DE719,36.9,2,5
DE71A,36.3,1,2
DE71B,41.9,3,7
DE71C,36.3,1,2
DE71D,40.2,2,4
DE71E,36.0,2,5
DE721,31.6,2,6
DE722,38.4,2,5
DE723,37.3,2,5
DE724,32.6,2,6
DE725,43.0,3,7
DE731,32.0,2,6
DE732,36.4,2,5
DE733,42.6,3,7
DE734,44.2,2,4
DE735,40.4,3,7
DE736,40.8,3,7
DE737,45.5,3,7
DE803,41.0,2,4
DE804,47.5,3,7
DE80J,48.5,3,7
DE80K,44.0,2,4
DE80L,47.9,3,7
DE80M,42.5,3,7
DE80N,46.1,3,7
DE80O,43.4,3,7
DE911,34.0,2,6
DE912,40.8,2,4
DE913,38.1,2,5
DE914,34.8,2,6
DE916,48.9,2,4
DE917,40.6,3,7
DE918,45.4,3,7
DE91A,36.9,2,5
DE91B,41.4,2,4
DE91C,38.9,2,5
DE922,38.9,2,5
DE923,45.5,2,4
DE925,40.4,2,4
DE926,47.8,3,7
DE927,39.0,3,8
DE928,43.3,2,4
DE929,35.6,1,2
DE931,41.8,2,4
DE932,46.0,2,4
DE933,38.7,2,5
DE934,52.3,3,7
DE935,34.3,2,6
DE936,41.4,2,4
DE937,36.8,3,8
DE938,38.9,2,5
DE939,37.2,2,5
DE93A,45.2,3,7
DE93B,39.7,2,5
DE941,38.3,1,2
DE942,36.4,2,5
DE943,30.7,2,6
DE944,29.3,2,6
DE945,45.8,2,4
DE946,41.2,2,4
DE947,40.8,2,4
DE948,27.7,3,9
DE949,32.6,3,9
DE94A,47.5,2,4
DE94B,35.8,2,5
DE94C,37.1,2,5
DE94D,37.0,2,5
DE94E,36.2,2,5
DE94F,27.3,2,6
DE94G,41.4,2,4
DE94H,44.1,3,7
DEA11,30.8,1,3
DEA12,34.2,1,3
DEA13,36.3,1,2
DEA14,37.4,1,2
DEA15,35.5,1,2
DEA16,41.4,1,1
DEA17,37.5,1,2
DEA18,37.6,1,2
DEA19,36.1,1,2
DEA1A,34.8,1,3
DEA1B,35.2,2,5
DEA1C,42.1,1,1
DEA1D,38.1,1,2
DEA1E,38.5,1,2
DEA1F,41.2,1,1
DEA22,29.2,1,3
DEA23,27.2,1,3
DEA24,36.9,1,2
DEA26,36.6,2,5
DEA27,37.1,1,2
DEA28,37.6,2,5
DEA29,36.0,2,5
DEA2A,37.3,2,5
DEA2B,41.0,1,1
DEA2C,37.6,1,2
DEA2D,33.5,1,3
DEA31,38.8,1,2
DEA32,35.2,1,2
DEA33,26.9,1,3
DEA34,32.6,2,6
DEA35,36.7,1,2
DEA36,40.0,1,1
DEA37,34.3,2,6
DEA38,37.1,2,5
DEA41,33.2,1,3
DEA42,33.6,1,3
DEA43,38.7,1,2
DEA44,40.5,3,7
DEA45,40.2,2,4
DEA46,38.5,2,5
DEA47,30.6,2,6
DEA51,36.6,1,2
DEA52,34.0,1,3
DEA53,38.2,1,2
DEA54,35.9,1,2
DEA55,36.7,1,2
DEA56,41.2,1,1
DEA57,38.5,2,5
DEA58,38.4,1,2
DEA59,34.9,2,6
DEA5A,37.1,2,5
DEA5B,37.1,2,5
DEA5C,39.8,1,2
DEB11,35.9,2,5
DEB12,43.7,2,4
DEB13,39.0,3,8
DEB14,41.3,2,4
DEB15,43.1,3,7
DEB17,38.1,2,5
DEB18,38.9,2,5
DEB1A,40.7,2,4
DEB1B,36.5,3,8
DEB1C,43.4,3,7
DEB1D,40.1,3,7
DEB21,27.8,2,6
DEB22,40.4,3,7
DEB23,35.3,3,8
DEB24,43.3,3,7
DEB25,35.6,2,5
DEB31,39.6,1,2
DEB32,33.2,2,6
DEB33,31.4,1,3
DEB34,31.1,1,3
DEB35,27.2,1,3
DEB36,43.5,2,4
DEB37,45.6,3,7
DEB38,38.9,1,2
DEB39,34.9,1,3
DEB3A,40.5,2,4
DEB3B,34.9,3,9
DEB3C,42.6,2,4
DEB3D,38.4,3,8
DEB3E,34.0,1,3
DEB3F,38.6,2,5
DEB3G,42.8,3,7
DEB3H,40.9,2,4
DEB3I,39.7,1,2
DEB3J,36.2,2,5
DEB3K,44.9,3,7
DEC01,39.5,1,2
DEC02,39.7,2,5
DEC03,42.4,2,4
DEC04,42.3,1,1
DEC05,44.2,1,1
DEC06,43.8,2,4
DED21,37.4,1,2
DED2C,52.1,3,7
DED2D,57.5,2,4
DED2E,52.2,2,4
DED2F,52.1,1,1
DED41,51.4,2,4
DED42,58.1,2,4
DED43,53.2,2,4
DED44,57.9,2,4
DED45,55.9,2,4
DED51,33.0,1,3
DED52,49.2,1,1
DED53,47.0,3,7
DEE01,61.4,2,4
DEE02,42.7,2,4
DEE03,42.8,2,4
DEE04,44.2,3,7
DEE05,52.0,2,4
DEE06,47.3,3,7
DEE07,42.9,2,4
DEE08,52.1,3,7
DEE09,52.7,2,4
DEE0A,56.6,3,7
DEE0B,47.0,2,4
DEE0C,51.9,2,4
DEE0D,47.3,3,7
DEE0E,54.0,3,7
DEF01,32.9,2,6
DEF02,29.4,1,3
DEF03,39.5,2,5
DEF04,38.9,2,5
DEF05,44.4,3,7
DEF06,39.1,2,5
DEF07,42.5,3,7
DEF08,50.1,2,4
DEF09,38.0,1,2
DEF0A,48.1,1,1
DEF0B,42.0,2,4
DEF0C,42.8,2,4
DEF0D,37.6,2,5
DEF0E,39.5,2,5
DEF0F,41.0,2,4
DEG01,38.6,2,5
DEG02,56.5,2,4
DEG03,36.1,2,5
DEG04,63.0,2,4
DEG05,40.9,2,4
DEG06,44.3,3,7
DEG07,49.4,2,4
DEG09,46.8,3,7
DEG0A,51.5,3,7
DEG0B,48.5,2,4
DEG0C,45.7,3,7
DEG0D,45.8,2,4
DEG0E,45.1,3,7
DEG0F,47.3,3,7
DEG0G,44.3,2,4
DEG0H,51.9,3,7
DEG0I,55.2,2,4
DEG0J,48.2,2,4
DEG0K,49.9,3,7
DEG0L,56.7,2,4
DEG0M,59.2,2,4
DEG0N,46.8,3,7
DEG0P,46.8,3,7
EE001,29.7,1,3
EE004,39.5,3,8
EE008,36.6,3,8
EE009,39.6,3,8
EE00A,46.7,1,1
IE041,29.6,3,9
IE042,29.2,3,9
IE051,29.1,3,9
IE052,28.2,3,9
IE053,26.8,3,9
IE061,21.2,1,3
IE062,22.3,2,6
IE063,24.8,3,9
EL301,41.8,1,1
EL302,30.6,1,3
EL303,38.1,1,2
EL304,39.0,1,2
EL305,31.1,1,3
EL306,23.2,1,3
EL307,37.1,1,2
EL411,36.9,3,8
EL412,36.7,3,8
EL413,35.5,2,5
EL421,29.8,2,6
EL422,36.6,3,8
EL431,32.4,2,6
EL432,42.0,3,7
EL433,31.0,3,9
EL434,34.2,2,6
EL511,44.2,2,4
EL512,30.0,2,6
EL513,38.0,3,8
EL514,46.1,2,4
EL515,46.1,3,7
EL521,43.1,2,4
EL522,35.3,1,2
EL523,44.8,3,7
EL524,43.7,3,7
EL525,40.6,2,4
EL526,55.0,3,7
EL527,42.8,3,7
EL531,44.5,3,7
EL532,45.0,2,4
EL533,39.9,3,8
EL541,59.6,3,7
EL542,52.4,3,7
EL543,44.7,2,4
EL611,53.6,3,7
EL612,41.4,2,4
EL613,40.0,2,4
EL621,35.4,3,8
EL622,42.5,3,7
EL623,43.7,3,7
EL624,43.1,3,7
EL631,44.8,3,7
EL632,35.3,2,5
EL633,42.4,3,7
EL641,33.1,3,9
EL642,39.4,3,8
EL643,81.5,3,7
EL644,44.5,3,7
EL645,53.8,3,7
EL651,45.8,3,7
EL652,42.4,2,4
EL653,46.3,3,7
ES111,42.8,2,4
ES112,51.6,3,7
ES113,57.2,3,7
ES114,38.8,2,5
ES120,44.9,2,4
ES130,37.9,2,5
ES211,37.2,1,2
ES212,39.8,1,2
ES213,40.2,1,1
ES220,33.9,2,6
ES230,36.1,2,5
ES241,38.4,2,5
ES242,41.1,3,7
ES243,35.6,1,2
ES300,29.2,1,3
ES411,44.5,3,7
ES412,41.2,2,4
ES413,47.1,2,4
ES414,44.2,2,4
ES415,46.6,2,4
ES416,37.6,3,8
ES417,43.3,3,7
ES418,40.0,2,4
ES419,55.2,3,7
ES421,31.4,2,6
ES422,33.3,2,6
ES423,37.3,3,8
ES424,25.9,2,6
ES425,29.9,2,6
ES431,32.5,2,6
ES432,38.7,2,5
ES511,32.0,1,3
ES512,31.1,2,6
ES513,32.6,2,6
ES514,32.7,2,6
ES521,34.0,1,3
ES522,33.1,2,6
ES523,32.2,1,3
ES531,19.6,2,6
ES532,26.0,1,3
ES533,28.3,2,6
ES611,25.3,2,6
ES612,27.7,1,3
ES613,32.4,1,3
ES614,29.8,2,6
ES615,27.4,2,6
ES616,32.0,2,6
ES617,29.3,1,3
ES618,27.6,1,3
ES620,26.2,1,3
ES630,20.9,1,3
ES640,19.4,2,6
ES703,39.1,3,8
ES704,17.3,2,6
ES705,25.9,1,3
ES706,37.1,3,8
ES707,34.5,2,6
ES708,19.8,2,6
ES709,27.1,1,3
FR101,27.4,1,3
FR102,27.1,2,6
FR103,30.3,1,3
FR104,27.3,1,3
FR105,25.9,1,3
FR106,21.1,1,3
FR107,25.8,1,3
FR108,24.7,1,3
FRB01,51.0,3,7
FRB02,39.6,3,8
FRB03,56.8,3,7
FRB04,41.1,2,4
FRB05,49.6,3,7
FRB06,38.2,2,5
FRC11,38.9,2,5
FRC12,61.3,3,7
FRC13,51.5,3,7
FRC14,48.4,3,7
FRC21,36.7,2,5
FRC22,46.0,3,7
FRC23,45.2,3,7
FRC24,37.1,2,5
FRD11,42.0,2,4
FRD12,49.6,3,7
FRD13,52.5,3,7
FRD21,37.4,3,8
FRD22,38.0,2,5
FRE11,31.8,1,3
FRE12,36.2,2,5
FRE21,40.1,3,7
FRE22,32.1,2,6
FRE23,37.6,3,8
FRF11,33.3,2,6
FRF12,36.9,2,5
FRF21,42.0,3,7
FRF22,41.3,2,4
FRF23,36.5,2,5
FRF24,48.6,3,7
FRF31,35.6,2,5
FRF32,44.6,3,7
FRF33,36.3,2,5
FRF34,47.3,3,7
FRG01,33.5,1,3
FRG02,39.2,2,5
FRG03,43.3,3,7
FRG04,43.2,3,7
FRG05,49.3,3,7
FRH01,53.0,3,7
FRH02,45.0,3,7
FRH03,32.9,2,6
FRH04,49.0,3,7
FRI11,59.4,3,7
FRI12,34.6,1,3
FRI13,49.6,3,7
FRI14,52.4,3,7
FRI15,46.1,2,4
FRI21,54.8,3,7
FRI22,61.9,3,7
FRI23,48.2,3,7
FRI31,49.3,3,7
FRI32,56.4,3,7
FRI33,45.9,3,7
FRI34,42.1,3,7
FRJ11,52.2,3,7
FRJ12,44.9,2,4
FRJ13,40.5,2,4
FRJ14,50.1,3,7
FRJ15,52.3,2,4
FRJ21,51.9,3,7
FRJ22,54.6,3,7
FRJ23,28.9,1,3
FRJ24,55.6,3,7
FRJ25,61.5,3,7
FRJ26,52.7,3,7
FRJ27,49.3,3,7
FRJ28,43.0,3,7
FRK11,55.8,3,7
FRK12,56.1,3,7
FRK13,47.5,3,7
FRK14,40.3,2,4
FRK21,33.3,3,9
FRK22,49.2,3,7
FRK23,42.4,3,7
FRK24,34.2,2,6
FRK25,43.0,2,4
FRK26,30.1,1,3
FRK27,38.7,2,5
FRK28,30.3,2,6
FRL01,52.5,3,7
FRL02,48.3,3,7
FRL03,45.9,1,1
FRL04,38.0,1,2
FRL05,51.4,2,4
FRL06,43.0,2,4
FRM01,45.6,3,7
FRM02,42.8,3,7
FRY10,37.4,2,5
FRY20,40.8,2,4
FRY30,12.3,2,6
FRY40,23.7,1,3
FRY50,6.1,2,6
HR021,38.2,3,8
HR022,34.9,3,9
HR023,37.7,3,8
HR024,35.7,2,5
HR025,34.4,2,6
HR026,36.8,3,8
HR027,39.7,3,8
HR028,40.5,3,7
HR031,41.9,2,4
HR032,44.3,3,7
HR033,40.1,3,7
HR034,47.5,2,4
HR035,34.9,2,6
HR036,38.3,3,8
HR037,37.8,2,5
HR050,32.4,1,3
HR061,33.1,3,9
HR062,33.2,2,6
HR063,35.6,3,8
HR064,33.2,3,9
HR065,34.0,3,9
ITC11,44.8,1,1
ITC12,48.4,2,4
ITC13,52.8,2,4
ITC14,48.1,2,4
ITC15,41.5,2,4
ITC16,42.4,3,7
ITC17,47.0,3,7
ITC18,49.4,3,7
ITC20,41.9,2,4
ITC31,50.1,1,1
ITC32,53.3,2,4
ITC33,51.6,1,1
ITC34,48.4,1,1
ITC41,41.5,1,1
ITC42,39.6,1,2
ITC43,41.8,1,1
ITC44,41.4,2,4
ITC46,36.1,1,2
ITC47,37.0,2,5
ITC48,42.1,2,4
ITC49,36.6,2,5
ITC4A,42.1,2,4
ITC4B,41.1,3,7
ITC4C,38.1,1,2
ITC4D,38.7,1,2
ITF11,42.9,3,7
ITF12,40.3,2,4
ITF13,41.2,2,4
ITF14,44.2,2,4
ITF21,44.9,3,7
ITF22,43.9,3,7
ITF31,30.3,1,3
ITF32,39.9,3,8
ITF33,31.6,1,3
ITF34,37.8,2,5
ITF35,36.1,2,5
ITF43,41.1,1,1
ITF44,40.7,1,1
ITF45,43.4,1,1
ITF46,37.8,3,8
ITF47,37.8,1,2
ITF48,33.8,1,3
ITF51,41.0,3,7
ITF52,39.8,2,5
ITF61,39.3,2,5
ITF62,36.4,2,5
ITF63,39.3,2,5
ITF64,39.4,3,8
ITF65,38.6,2,5
ITG11,41.0,2,4
ITG12,37.5,1,2
ITG13,41.3,2,4
ITG14,39.7,2,5
ITG15,37.8,1,2
ITG16,41.4,2,4
ITG17,35.4,1,2
ITG18,35.2,2,5
ITG19,38.1,1,2
ITG2D,40.2,2,4
ITG2E,44.3,3,7
ITG2F,39.1,1,2
ITG2G,48.0,3,7
ITG2H,46.4,3,7
ITH10,33.2,3,9
ITH20,38.4,2,5
ITH31,37.6,2,5
ITH32,38.0,2,5
ITH33,47.7,3,7
ITH34,38.6,2,5
ITH35,43.0,1,1
ITH36,38.9,2,5
ITH37,45.9,3,7
ITH41,42.0,2,4
ITH42,47.1,2,4
ITH43,46.6,1,1
ITH44,50.7,1,1
ITH51,42.7,2,4
ITH52,39.0,2,5
ITH53,37.3,2,5
ITH54,39.4,2,5
ITH55,41.5,2,4
ITH56,49.7,2,4
ITH57,44.4,2,4
ITH58,42.6,2,4
ITH59,39.6,1,2
ITI11,48.2,2,4
ITI12,45.2,2,4
ITI13,44.8,1,1
ITI14,44.3,1,1
ITI15,36.6,1,2
ITI16,48.4,2,4
ITI17,42.5,2,4
ITI18,45.0,2,4
ITI19,46.1,3,7
ITI1A,49.7,3,7
ITI21,44.7,2,4
ITI22,50.0,2,4
ITI31,42.2,2,4
ITI32,44.4,2,4
ITI33,45.0,2,4
ITI34,44.8,2,4
ITI35,44.5,2,4
ITI41,42.3,3,7
ITI42,45.4,3,7
ITI43,37.0,1,2
ITI44,36.7,2,5
ITI45,41.2,2,4
CY000,26.5,2,6
LV003,37.9,2,5
LV005,38.5,2,5
LV006,36.3,1,2
LV007,31.1,2,6
LV008,37.3,3,8
LV009,34.4,3,9
LT011,26.9,1,3
LT021,40.5,2,4
LT022,33.5,2,6
LT023,32.2,2,6
LT024,35.4,3,8
LT025,40.2,2,4
LT026,35.9,2,5
LT027,36.9,3,8
LT028,34.6,2,6
LT029,42.6,2,4
LU000,22.8,2,6
HU110,34.8,1,3
HU120,29.6,2,6
HU211,32.6,2,6
HU212,32.0,2,6
HU213,35.9,2,5
HU221,30.0,2,6
HU222,34.6,2,6
HU223,39.1,3,8
HU231,36.4,2,5
HU232,38.6,3,8
HU233,37.8,3,8
HU311,32.8,2,6
HU312,37.2,3,8
HU313,37.0,3,8
HU321,31.6,2,6
HU322,36.1,2,5
HU323,28.5,3,9
HU331,35.5,2,5
HU332,39.3,2,5
HU333,36.3,2,5
MT001,29.2,1,3
MT002,36.7,1,2
NL111,45.4,2,4
NL112,45.5,2,4
NL113,29.4,2,6
NL124,37.3,2,5
NL125,42.6,2,4
NL126,40.7,2,4
NL131,43.9,2,4
NL132,43.0,2,4
NL133,41.8,2,4
NL211,32.0,2,6
NL212,34.0,2,6
NL213,36.1,1,2
NL221,35.8,1,2
NL224,33.2,2,6
NL225,43.7,2,4
NL226,33.4,1,3
NL230,24.1,1,3
NL310,29.1,1,3
NL321,39.1,1,2
NL323,36.9,1,2
NL324,34.8,1,3
NL325,32.0,1,3
NL327,38.9,1,2
NL328,38.8,1,2
NL329,23.7,1,3
NL332,28.1,1,3
NL333,29.5,1,3
NL337,33.0,1,3
NL33A,34.7,1,3
NL33B,34.8,1,3
NL33C,30.6,1,3
NL341,47.5,3,7
NL342,42.5,2,4
NL411,36.7,1,2
NL412,33.6,1,3
NL413,35.7,2,5
NL414,34.1,1,3
NL421,39.6,2,5
NL422,42.8,2,4
NL423,43.3,1,1
AT111,42.1,3,7
AT112,35.4,3,8
AT113,40.4,3,7
AT121,31.6,3,9
AT122,34.7,2,6
AT123,32.7,3,9
AT124,39.0,3,8
AT125,37.7,3,8
AT126,32.6,1,3
AT127,33.5,2,6
AT130,25.7,1,3
AT211,36.1,2,5
AT212,40.7,3,7
AT213,37.7,3,8
AT221,27.7,2,6
AT222,40.0,3,7
AT223,43.5,2,4
AT224,34.3,3,9
AT225,34.7,3,9
AT226,40.5,3,7
AT311,30.3,3,9
AT312,30.1,2,6
AT313,29.9,3,9
AT314,33.9,3,9
AT315,33.1,3,9
AT321,35.5,3,8
AT322,31.0,3,9
AT323,31.3,2,6
AT331,33.2,3,9
AT332,29.1,1,3
AT333,34.8,3,9
AT334,27.2,3,9
AT335,30.1,3,9
AT341,30.0,3,9
AT342,28.9,1,3
PL213,33.5,1,3
PL214,26.0,2,6
PL217,27.9,3,9
PL218,24.4,3,9
PL219,26.3,3,9
PL21A,30.7,2,6
PL224,33.9,2,6
PL225,31.0,2,6
PL227,30.2,1,3
PL228,32.1,1,3
PL229,32.7,1,3
PL22A,33.8,1,3
PL22B,36.6,1,2
PL22C,27.6,1,3
PL411,27.3,3,9
PL414,28.3,3,9
PL415,36.0,1,2
PL416,29.1,3,9
PL417,26.8,3,9
PL418,23.5,2,6
PL424,36.3,2,5
PL426,32.2,2,6
PL427,30.2,3,9
PL428,28.6,2,6
PL431,29.2,2,6
PL432,30.1,2,6
PL514,35.1,1,2
PL515,32.8,2,6
PL516,31.7,2,6
PL517,35.0,2,5
PL518,26.9,2,6
PL523,31.7,3,9
PL524,32.1,2,6
PL613,31.8,1,3
PL616,28.3,3,9
PL617,28.6,3,9
PL618,27.2,3,9
PL619,30.6,3,9
PL621,28.2,2,6
PL622,28.3,2,6
PL623,27.2,2,6
PL633,37.0,1,2
PL634,22.2,2,6
PL636,29.0,2,6
PL637,26.3,3,9
PL638,26.3,2,6
PL711,41.5,1,1
PL712,32.7,1,3
PL713,30.9,3,9
PL714,30.8,3,9
PL715,32.9,3,9
PL721,33.4,2,6
PL722,33.4,3,9
PL811,29.2,3,9
PL812,32.0,3,9
PL814,31.1,2,6
PL815,32.6,3,9
PL821,29.3,3,9
PL822,28.4,3,9
PL823,27.0,3,9
PL824,28.8,3,9
PL841,29.5,2,6
PL842,31.7,3,9
PL843,28.1,3,9
PL911,35.6,1,2
PL912,26.5,2,6
PL913,28.1,2,6
PL921,30.1,2,6
PL922,28.3,3,9
PL923,30.3,3,9
PL924,27.2,3,9
PL925,29.5,3,9
PL926,30.2,3,9
PT111,43.7,3,7
PT112,29.4,2,6
PT119,30.9,2,6
PT11A,35.4,1,2
PT11B,55.1,3,7
PT11C,27.9,2,6
PT11D,43.2,3,7
PT11E,54.8,3,7
PT150,38.4,2,5
PT16B,36.8,3,8
PT16D,36.6,2,5
PT16E,44.6,3,7
PT16F,39.0,3,8
PT16G,43.7,3,7
PT16H,53.7,3,7
PT16I,44.4,3,7
PT16J,51.8,3,7
PT170,39.4,1,2
PT181,47.3,3,7
PT184,43.9,3,7
PT185,42.4,3,7
PT186,48.5,3,7
PT187,46.3,3,7
PT200,24.0,2,6
PT300,27.3,1,3
RO111,29.6,3,9
RO112,30.9,3,9
RO113,29.2,2,6
RO114,29.3,3,9
RO115,27.6,3,9
RO116,35.8,3,8
RO121,36.3,3,8
RO122,32.1,2,6
RO123,31.3,3,9
RO124,32.0,3,9
RO125,32.7,3,9
RO126,29.2,2,6
RO211,34.2,3,9
RO212,34.1,3,9
RO213,26.9,2,6
RO214,38.7,3,8
RO215,31.3,3,9
RO216,35.4,3,8
RO221,39.7,2,5
RO222,39.5,3,8
RO223,30.2,2,6
RO224,33.9,2,6
RO225,36.2,3,8
RO226,38.5,3,8
RO311,33.8,3,9
RO312,36.7,3,8
RO313,31.9,3,9
RO314,36.5,3,8
RO315,35.7,3,8
RO316,35.4,2,5
RO317,50.7,3,7
RO321,27.8,1,3
RO322,21.7,1,3
RO411,33.1,2,6
RO412,30.3,3,9
RO413,36.0,3,8
RO414,37.9,3,8
RO415,44.3,3,7
RO421,31.9,2,6
RO422,35.9,3,8
RO423,36.2,2,5
RO424,25.9,2,6
SI031,39.9,3,8
SI032,35.4,3,8
SI033,36.3,3,8
SI034,33.6,3,9
SI035,36.3,3,8
SI036,36.5,3,8
SI037,32.7,3,9
SI038,37.2,3,8
SI041,31.2,2,6
SI042,34.8,2,6
SI043,40.6,3,7
SI044,36.9,2,5
SK010,28.7,1,3
