BE;-13.9
BG;27.4
CZ;11.7
DK;-13.6
DE;3.3
EE;-39.6
IE;146.6
EL;42.8
ES;-40.3
FR;2.9
HR;-31.3
IT;22.9
CY;6.9
LV;-12
LT;-13.8
LU;-29.3
HU;3.8
MT;-25.1
NL;-34
AT;-27.9
PL;-36.5
PT;-5.8
RO;-39.9
SI;-2.2
SK;10.4
FI;-16.9
SE;-26.8
IS;-55.1
NO;-14.4
CH;-20.3
