BE;31.7
BG;-8.8
CZ;-3.1
DK;13.8
DE;-2.8
EE;52.3
IE;-43
EL;-8
ES;-0.5
FR;-8
HR;-14.5
IT;0.5
CY;23.3
LV;-10
LT;-5.4
LU;24.3
HU;18.1
MT;-47.4
NL;-18
AT;-10.1
PL;7.1
PT;3.7
RO;-15.7
SI;-7.5
SK;-12.6
FI;-24.3
SE;-14.8
IS;-29.6
NO;-3.1
CH;9.6
