BE;-20
BG;-9.6
CZ;10.3
DK;:
DE;-17.2
EE;-60.5
IE;30
EL;95.6
ES;5.8
FR;-2.1
HR;-26.3
IT;-1.4
CY;-51.2
LV;-6.1
LT;98.1
LU;5.8
HU;1
MT;-41.9
NL;-23.4
AT;1
PL;-41.8
PT;2.6
RO;-22.9
SI;-12.9
SK;-51.5
FI;-2.5
SE;-7.5
IS;31.1
NO;25.4
CH;-19.5
