BE;-23.5
BG;-46.8
CZ;45.2
DK;:
DE;-55.7
EE;-37.2
IE;80.4
EL;68.5
ES;-40.1
FR;-8.6
HR;-17.8
IT;-10.5
CY;-6.9
LV;1.7
LT;-40.7
LU;-28.3
HU;18.6
MT;11.3
NL;-42.3
AT;-41.1
PL;-47.8
PT;3.5
RO;39.8
SI;15.4
SK;42.6
FI;-40.6
SE;-45
IS;-26.2
NO;-50.5
CH;-28.7
