BE;-37.6
BG;-25.4
CZ;-12.8
DK;:
DE;-55.2
EE;-9.9
IE;-47.4
EL;-59.2
ES;-68.3
FR;28.5
HR;171.4
IT;54.9
CY;-38.7
LV;2.6
LT;-20.6
LU;74.2
HU;-63.2
MT;:
NL;186.9
AT;-13.6
PL;5.8
PT;10.5
RO;167.4
SI;-43.6
SK;45
FI;-17.9
SE;-10.7
IS;76
NO;-20.9
CH;6.4
